date,type,close,slow_ma,fast_ma,dist_to_slow_pct
2024-02-01,CROSS_ABOVE_FAST,43075.7734375,37481.7291015625,42967.82883522727,14.925
2024-02-06,CROSS_ABOVE_FAST,43084.671875,38110.21615084135,42882.14852627841,13.053
2024-05-15,CROSS_ABOVE_FAST,66267.4921875,57842.39197716346,64510.23721590909,14.566
2024-06-21,CROSS_BELOW_SLOW,64096.19921875,64812.910546875,67035.17950994318,-1.106
2024-07-19,CROSS_ABOVE_SLOW,66710.15625,65308.31787860577,63100.203924005684,2.146
2024-07-31,CROSS_BELOW_SLOW,64619.25,65245.42253605769,62767.81862571023,-0.96
2024-08-01,CROSS_ABOVE_SLOW,65357.5,65230.98659855769,62772.74485085227,0.194
2024-08-02,CROSS_BELOW_SLOW,61415.06640625,65165.26547475962,62692.171431107956,-5.755
2024-08-02,CROSS_BELOW_FAST,61415.06640625,65165.26547475962,62692.171431107956,-5.755
2024-08-23,CROSS_ABOVE_SLOW,64094.35546875,63665.157091346155,62086.15811434659,0.674
2024-08-23,CROSS_ABOVE_FAST,64094.35546875,63665.157091346155,62086.15811434659,0.674
2024-08-26,CROSS_BELOW_SLOW,62880.66015625,63686.63314302885,62470.632279829544,-1.266
2024-08-27,CROSS_BELOW_FAST,59504.1328125,63653.252854567305,62441.458185369316,-6.518
2024-09-16,CROSS_BELOW_FAST,58192.5078125,62814.110817307694,58843.765625,-7.358
2024-09-19,CROSS_ABOVE_SLOW,62940.45703125,62828.447686298074,59224.58212002841,0.178
2024-10-01,CROSS_BELOW_SLOW,60837.0078125,62553.72076322115,60526.197709517044,-2.744
2024-10-06,CROSS_ABOVE_SLOW,62818.953125,62286.91814903846,60621.89905894886,0.854
2024-10-07,CROSS_BELOW_SLOW,62236.66015625,62239.77713341346,60577.75514914773,-0.005
2024-10-10,CROSS_BELOW_FAST,60274.5,62086.22803485577,60492.987748579544,-2.918
2024-10-11,CROSS_ABOVE_SLOW,62445.08984375,62037.30733173077,60570.657404119316,0.657
2024-10-11,CROSS_ABOVE_FAST,62445.08984375,62037.30733173077,60570.657404119316,0.657
2024-12-24,CROSS_ABOVE_FAST,98676.09375,74857.61790865385,96552.04776278409,31.818
2025-01-03,CROSS_ABOVE_FAST,98107.4296875,77472.43608774038,97694.13991477272,26.635
2025-01-15,CROSS_ABOVE_FAST,100504.4921875,81059.30003004808,97724.57865767046,23.989
2025-02-03,CROSS_ABOVE_FAST,101405.421875,87195.45802283654,98909.59090909091,16.297
2025-02-24,CROSS_BELOW_SLOW,91418.171875,92538.27289663462,99181.72887073863,-1.21
2025-03-02,CROSS_ABOVE_SLOW,94248.3515625,93426.7037860577,97640.32546164772,0.879
2025-03-03,CROSS_BELOW_SLOW,86065.671875,93564.43161057692,97223.45276988637,-8.015
2025-04-13,CROSS_BELOW_FAST,83684.9765625,93299.87884615385,84176.37464488637,-10.305
2025-04-15,CROSS_BELOW_FAST,83668.9921875,93082.16424278847,83902.08185369318,-10.113
2025-04-22,CROSS_ABOVE_SLOW,93441.890625,92363.98076923077,83838.61541193182,1.167
2025-06-06,CROSS_ABOVE_FAST,104390.34375,93474.97740384615,102299.57421875,11.677
2025-06-24,CROSS_ABOVE_FAST,106045.6328125,94437.38155048077,105824.34197443182,12.292
2025-07-02,CROSS_ABOVE_FAST,108859.3203125,95099.49489182692,106411.08096590909,14.469
2025-08-03,CROSS_ABOVE_FAST,114217.671875,102434.65432692308,113078.43661221591,11.503
2025-08-29,CROSS_BELOW_SLOW,108410.8359375,108880.87620192308,116236.31427556818,-0.432
2025-09-01,CROSS_ABOVE_SLOW,109250.59375,109228.6498798077,115578.63991477272,0.02
2025-09-11,CROSS_ABOVE_FAST,115507.5390625,110525.20576923077,114124.51491477272,4.508
2025-09-25,CROSS_BELOW_SLOW,109049.2890625,111880.74657451923,113679.48934659091,-2.531
2025-09-28,CROSS_ABOVE_SLOW,112122.640625,111953.37788461539,113052.56711647728,0.151
2025-09-29,CROSS_ABOVE_FAST,114400.3828125,111974.3555889423,112982.31782670454,2.167
2025-10-11,CROSS_BELOW_SLOW,110807.8828125,113168.8334735577,114624.30149147728,-2.086
2025-10-12,CROSS_ABOVE_SLOW,115169.765625,113249.12409855769,114777.91352982954,1.696
2025-10-12,CROSS_ABOVE_FAST,115169.765625,113249.12409855769,114777.91352982954,1.696
2025-10-14,CROSS_BELOW_SLOW,113118.6640625,113421.61213942307,115035.75355113637,-0.267
2025-10-14,CROSS_BELOW_FAST,113118.6640625,113421.61213942307,115035.75355113637,-0.267
2025-10-26,CROSS_ABOVE_SLOW,114472.4453125,113693.16063701923,114380.44566761363,0.685
2025-10-26,CROSS_ABOVE_FAST,114472.4453125,113693.16063701923,114380.44566761363,0.685
2025-10-28,CROSS_BELOW_SLOW,112956.1640625,113839.9421875,114283.11221590909,-0.776
2026-01-20,CROSS_BELOW_FAST,88310.90625,100608.41965144231,90245.48863636363,-12.223
2026-03-21,CROSS_BELOW_FAST,68711.5234375,82260.04564302885,68884.91122159091,-16.47
2026-03-26,CROSS_BELOW_FAST,68791.625,81213.08212139423,68893.15234375,-15.295
