min_calmar,mean_calmar,n_positive,n_periods,slow_ma_len,slow_ma_type,fast_ma_len,fast_ma_type,allow_longs,allow_shorts,use_fast_ma,leverage_long,leverage_short,sl_enable,sl_risk_pct,signal_tf,calmar_2021_default,ann_2021_default,maxdd_2021_default,trades_2021_default,calmar_bull_2020_2021,ann_bull_2020_2021,maxdd_bull_2020_2021,trades_bull_2020_2021,calmar_bear_2022,ann_bear_2022,maxdd_bear_2022,trades_bear_2022,calmar_recovery_2023_2025,ann_recovery_2023_2025,maxdd_recovery_2023_2025,trades_recovery_2023_2025,calmar_last_2y,ann_last_2y,maxdd_last_2y,trades_last_2y
-0.12,20.907199999999996,3,5,100,SMA,44,SMA,True,True,True,3.0,1.25,False,2.0,D,5.824,382.03,65.59,107,93.856,2869.92,30.58,22,-0.12,-5.0,41.61,13,5.05,331.23,65.59,70,-0.074,-4.85,65.59,53
-0.217,22.8682,3,5,100,SMA,44,SMA,True,True,True,4.0,2.0,False,2.0,D,4.793,379.98,79.28,107,105.603,4481.19,42.43,22,-0.124,-6.79,54.53,13,4.286,339.8,79.28,70,-0.217,-17.23,79.28,53
-0.317,6.1462,3,5,100,SMA,30,SMA,True,True,True,4.0,1.25,False,2.0,D,0.135,11.18,83.0,134,30.504,2321.67,76.11,28,-0.154,-7.29,47.25,17,0.563,46.76,83.0,87,-0.317,-22.5,70.95,60
-0.341,21.3624,3,5,100,SMA,44,SMA,True,True,True,3.0,1.0,False,2.0,D,6.195,387.82,62.6,107,95.077,2896.49,30.46,22,-0.341,-13.65,40.0,13,5.939,371.79,62.6,70,-0.058,-3.6,62.6,53
-0.426,6.137600000000001,3,5,100,SMA,30,SMA,True,True,True,4.0,1.0,False,2.0,D,0.147,12.01,81.52,134,30.579,2344.35,76.67,28,-0.426,-19.83,46.52,17,0.69,56.22,81.52,87,-0.302,-20.68,68.43,60
-0.458,9.7392,3,5,100,SMA,60,SMA,True,True,True,4.0,1.0,True,12.0,D,3.445,258.73,75.09,93,40.585,1944.98,47.92,18,-0.458,-12.55,27.39,9,5.192,389.86,75.09,63,-0.068,-4.63,67.84,46
-0.532,25.2228,3,5,100,SMA,44,SMA,True,True,True,4.0,1.25,False,2.0,D,6.126,447.97,73.13,107,113.951,4724.41,41.46,22,-0.532,-26.9,50.53,13,6.748,493.46,73.13,70,-0.179,-13.08,73.13,53
-0.639,9.9886,3,5,100,SMA,60,SMA,True,True,True,4.0,2.0,False,2.0,D,1.164,100.05,85.94,93,47.792,2049.95,42.89,18,-0.639,-32.4,50.67,9,1.781,153.05,85.94,63,-0.155,-12.54,80.68,46
-0.644,11.340399999999999,3,5,100,SMA,60,SMA,True,True,True,3.0,1.25,False,2.0,D,1.836,136.42,74.3,93,53.059,1615.67,30.45,18,-0.644,-24.84,38.59,9,2.466,183.23,74.3,63,-0.015,-1.04,67.54,46
-0.692,24.111600000000003,3,5,100,SMA,44,SMA,True,True,True,4.0,1.0,False,2.0,D,6.423,454.71,70.79,107,107.199,4767.66,44.48,22,-0.692,-34.02,49.17,13,7.798,552.05,70.79,70,-0.17,-12.05,70.79,53
-0.869,11.5864,3,5,100,SMA,60,SMA,True,True,True,3.0,1.0,False,2.0,D,1.951,140.89,72.22,93,53.933,1636.22,30.34,18,-0.869,-32.85,37.79,9,2.925,211.21,72.22,63,-0.008,-0.5,64.91,46
-0.982,11.241200000000001,3,5,100,SMA,60,SMA,True,True,True,4.0,1.25,False,2.0,D,1.532,125.76,82.08,93,52.829,2180.59,41.28,18,-0.982,-50.09,51.0,9,2.96,242.94,82.08,63,-0.133,-10.04,75.37,46
-1.061,11.4982,3,5,100,SMA,60,SMA,True,True,True,4.0,1.0,False,2.0,D,1.612,129.93,80.63,93,53.615,2207.96,41.18,18,-1.061,-56.16,52.93,9,3.456,278.63,80.63,63,-0.131,-9.6,73.38,46
-2.536,4.715999999999999,3,5,130,SMA,30,SMA,True,True,True,4.0,2.0,True,6.0,D,4.623,276.21,59.74,107,-2.536,-68.89,27.16,8,16.587,234.56,14.14,14,4.967,296.76,59.74,74,-0.061,-3.63,59.74,47
