slow_ma_len,slow_ma_type,fast_ma_len,fast_ma_type,allow_longs,allow_shorts,use_fast_ma,leverage_long,leverage_short,sl_enable,sl_risk_pct,signal_tf,period_start,period_end,trades,pl_pct,ann_return,end_capital,max_dd,calmar,liq_risk,win_rate,profit_factor,expectancy,sharpe_trade,avg_win,avg_loss,max_win,max_loss,sl_hits,sl_hit_rate,ticker,period_name,mode
160,EMA,44,SMA,True,False,True,4.0,1.0,True,12.0,D,2021-04-14,2026-04-02,25,72.75,17.86,1727.52,22.56,0.792,False,28.0,2.138,3.43,0.187,22.99,-4.18,73.69,-9.24,0,0.0,VOO,2021_default,equity_quick
160,EMA,44,SMA,True,False,True,4.0,1.0,True,15.0,D,2021-04-14,2026-04-02,25,72.75,17.86,1727.52,22.56,0.792,False,28.0,2.138,3.43,0.187,22.99,-4.18,73.69,-9.24,0,0.0,VOO,2021_default,equity_quick
200,SMA,60,SMA,True,False,True,3.0,1.0,False,2.0,D,2021-04-14,2026-04-02,25,72.83,17.79,1728.27,22.46,0.792,False,36.0,2.471,2.86,0.222,13.37,-3.04,50.76,-6.97,0,0.0,VOO,2021_default,equity_quick
200,SMA,60,SMA,True,False,True,3.0,1.0,True,12.0,D,2021-04-14,2026-04-02,25,72.83,17.79,1728.27,22.46,0.792,False,36.0,2.471,2.86,0.222,13.37,-3.04,50.76,-6.97,0,0.0,VOO,2021_default,equity_quick
200,SMA,60,SMA,True,False,True,3.0,1.0,True,15.0,D,2021-04-14,2026-04-02,25,72.83,17.79,1728.27,22.46,0.792,False,36.0,2.471,2.86,0.222,13.37,-3.04,50.76,-6.97,0,0.0,VOO,2021_default,equity_quick
100,EMA,44,SMA,True,True,False,4.0,1.0,True,12.0,D,2021-04-14,2026-04-02,49,173.63,38.55,2736.34,48.77,0.791,False,18.37,2.444,3.23,0.179,29.79,-2.74,85.52,-12.0,1,2.0,VOO,2021_default,equity_quick
160,EMA,44,SMA,True,False,True,4.0,1.0,True,8.0,D,2021-04-14,2026-04-02,25,71.25,17.49,1712.51,22.17,0.789,False,28.0,2.114,3.39,0.185,22.99,-4.23,73.69,-8.0,3,12.0,VOO,2021_default,equity_quick
100,SMA,20,SMA,True,True,True,3.0,1.0,True,4.0,D,2021-04-14,2026-04-02,86,80.15,17.8,1801.5,22.71,0.784,False,31.4,1.55,0.88,0.134,7.9,-2.33,26.99,-4.0,20,23.3,VOO,2021_default,equity_quick
100,EMA,60,SMA,True,False,True,4.0,1.0,True,8.0,D,2021-04-14,2026-04-02,31,97.7,22.16,1977.01,28.31,0.783,False,35.48,2.351,3.12,0.201,15.31,-3.58,67.68,-8.0,1,3.2,VOO,2021_default,equity_quick
130,SMA,44,SMA,True,False,True,4.0,1.0,True,12.0,D,2021-04-14,2026-04-02,25,72.39,17.78,1723.9,22.72,0.783,False,28.0,2.14,3.43,0.186,22.99,-4.18,73.69,-12.0,1,4.0,VOO,2021_default,equity_quick
200,EMA,20,SMA,True,True,True,4.0,1.0,True,4.0,W,2021-04-14,2026-04-02,11,42.68,10.96,1426.79,13.99,0.783,False,27.27,3.007,5.19,0.21,28.49,-3.55,79.02,-4.0,6,54.5,VOO,2021_default,equity_quick
130,EMA,60,SMA,True,True,True,2.0,1.0,True,12.0,W,2021-04-14,2026-04-02,6,54.47,13.72,1544.71,17.77,0.772,False,50.0,2.761,10.56,0.355,33.13,-12.0,58.6,-12.0,3,50.0,VOO,2021_default,equity_quick
200,SMA,20,SMA,True,False,True,2.0,1.0,True,8.0,W,2021-04-14,2026-04-02,5,24.62,6.17,1246.21,8.0,0.772,False,60.0,2.811,5.79,0.296,14.99,-8.0,39.51,-8.0,2,40.0,VOO,2021_default,equity_quick
200,SMA,60,SMA,True,False,True,2.0,1.0,False,2.0,D,2021-04-14,2026-04-02,25,48.78,11.92,1487.83,15.47,0.77,False,36.0,2.471,1.91,0.222,8.91,-2.03,33.84,-4.65,0,0.0,VOO,2021_default,equity_quick
200,SMA,60,SMA,True,False,True,2.0,1.0,True,8.0,D,2021-04-14,2026-04-02,25,48.78,11.92,1487.83,15.47,0.77,False,36.0,2.471,1.91,0.222,8.91,-2.03,33.84,-4.65,0,0.0,VOO,2021_default,equity_quick
200,SMA,60,SMA,True,False,True,2.0,1.0,True,12.0,D,2021-04-14,2026-04-02,25,48.78,11.92,1487.83,15.47,0.77,False,36.0,2.471,1.91,0.222,8.91,-2.03,33.84,-4.65,0,0.0,VOO,2021_default,equity_quick
200,SMA,60,SMA,True,False,True,2.0,1.0,True,15.0,D,2021-04-14,2026-04-02,25,48.78,11.92,1487.83,15.47,0.77,False,36.0,2.471,1.91,0.222,8.91,-2.03,33.84,-4.65,0,0.0,VOO,2021_default,equity_quick
200,EMA,20,SMA,True,True,True,3.0,1.0,True,12.0,W,2021-04-14,2026-04-02,7,38.93,10.0,1389.25,13.01,0.769,False,57.14,2.888,6.78,0.279,18.15,-8.38,59.27,-12.0,2,28.6,VOO,2021_default,equity_quick
200,EMA,60,SMA,True,True,True,2.0,1.0,True,15.0,W,2021-04-14,2026-04-02,5,47.79,12.27,1477.89,15.97,0.768,False,60.0,4.29,10.62,0.378,23.09,-8.07,58.6,-15.0,1,20.0,VOO,2021_default,equity_quick
130,SMA,20,SMA,True,True,True,2.0,1.0,True,4.0,W,2021-04-14,2026-04-02,7,20.07,5.98,1200.72,7.84,0.763,False,28.57,2.255,3.16,0.276,19.89,-3.53,20.38,-4.0,4,57.1,VOO,2021_default,equity_quick
160,EMA,20,SMA,True,False,True,4.0,1.0,True,8.0,W,2021-04-14,2026-04-02,6,45.97,11.58,1459.68,15.36,0.754,False,33.33,3.259,10.27,0.285,44.45,-6.82,82.99,-8.0,3,50.0,VOO,2021_default,equity_quick
160,EMA,20,SMA,True,True,True,2.0,1.0,True,15.0,W,2021-04-14,2026-04-02,5,47.77,11.46,1477.71,15.28,0.75,False,40.0,3.24,13.75,0.304,49.72,-10.23,93.26,-15.0,1,20.0,VOO,2021_default,equity_quick
200,SMA,60,SMA,True,True,True,3.0,1.0,False,2.0,D,2021-04-14,2026-04-02,57,105.35,25.12,2053.51,33.51,0.75,False,24.56,2.103,1.76,0.156,13.69,-2.12,60.73,-6.97,0,0.0,VOO,2021_default,equity_quick
200,SMA,60,SMA,True,True,True,3.0,1.0,True,12.0,D,2021-04-14,2026-04-02,57,105.35,25.12,2053.51,33.51,0.75,False,24.56,2.103,1.76,0.156,13.69,-2.12,60.73,-6.97,0,0.0,VOO,2021_default,equity_quick
200,SMA,60,SMA,True,True,True,3.0,1.0,True,15.0,D,2021-04-14,2026-04-02,57,105.35,25.12,2053.51,33.51,0.75,False,24.56,2.103,1.76,0.156,13.69,-2.12,60.73,-6.97,0,0.0,VOO,2021_default,equity_quick
200,EMA,44,SMA,True,True,True,3.0,1.0,True,4.0,W,2021-04-14,2026-04-02,6,26.34,8.63,1263.35,11.53,0.749,False,16.67,2.944,5.55,0.252,50.47,-3.43,50.47,-4.0,4,66.7,VOO,2021_default,equity_quick
100,EMA,60,SMA,True,False,True,2.0,1.0,True,4.0,D,2021-04-14,2026-04-02,31,49.65,11.26,1496.51,15.11,0.746,False,35.48,2.351,1.56,0.201,7.66,-1.79,33.84,-4.0,1,3.2,VOO,2021_default,equity_quick
200,SMA,44,SMA,True,True,False,3.0,1.0,False,2.0,D,2021-04-14,2026-04-02,29,103.89,24.77,2038.92,33.21,0.746,False,20.69,3.01,3.9,0.184,28.24,-2.45,105.08,-7.45,0,0.0,VOO,2021_default,equity_quick
200,SMA,44,SMA,True,True,False,3.0,1.0,True,12.0,D,2021-04-14,2026-04-02,29,103.89,24.77,2038.92,33.21,0.746,False,20.69,3.01,3.9,0.184,28.24,-2.45,105.08,-7.45,0,0.0,VOO,2021_default,equity_quick
200,SMA,44,SMA,True,True,False,3.0,1.0,True,15.0,D,2021-04-14,2026-04-02,29,103.89,24.77,2038.92,33.21,0.746,False,20.69,3.01,3.9,0.184,28.24,-2.45,105.08,-7.45,0,0.0,VOO,2021_default,equity_quick
200,SMA,44,SMA,True,True,True,3.0,1.0,True,4.0,D,2021-04-14,2026-04-02,54,96.15,22.92,1961.53,30.75,0.745,False,24.07,2.007,1.82,0.149,15.1,-2.38,65.36,-4.0,13,24.1,VOO,2021_default,equity_quick
200,SMA,60,SMA,True,False,True,4.0,1.0,True,8.0,D,2021-04-14,2026-04-02,25,91.93,22.46,1919.3,30.35,0.74,False,36.0,2.402,3.75,0.217,17.82,-4.17,67.68,-8.0,2,8.0,VOO,2021_default,equity_quick
200,SMA,44,SMA,True,True,True,3.0,1.0,True,8.0,D,2021-04-14,2026-04-02,53,98.3,23.44,1982.98,31.78,0.737,False,24.53,2.01,1.92,0.15,15.54,-2.51,65.36,-8.0,1,1.9,VOO,2021_default,equity_quick
100,EMA,60,SMA,True,False,True,4.0,1.0,False,2.0,D,2021-04-14,2026-04-02,31,94.92,21.53,1949.19,29.32,0.734,False,35.48,2.309,3.08,0.198,15.31,-3.65,67.68,-9.29,0,0.0,VOO,2021_default,equity_quick
100,EMA,60,SMA,True,False,True,4.0,1.0,True,12.0,D,2021-04-14,2026-04-02,31,94.92,21.53,1949.19,29.32,0.734,False,35.48,2.309,3.08,0.198,15.31,-3.65,67.68,-9.29,0,0.0,VOO,2021_default,equity_quick
100,EMA,60,SMA,True,False,True,4.0,1.0,True,15.0,D,2021-04-14,2026-04-02,31,94.92,21.53,1949.19,29.32,0.734,False,35.48,2.309,3.08,0.198,15.31,-3.65,67.68,-9.29,0,0.0,VOO,2021_default,equity_quick
200,SMA,20,SMA,True,False,True,4.0,1.0,True,15.0,W,2021-04-14,2026-04-02,5,43.86,11.0,1438.61,15.0,0.733,False,60.0,2.998,11.99,0.309,29.98,-15.0,79.02,-15.0,2,40.0,VOO,2021_default,equity_quick
100,EMA,60,SMA,True,False,True,3.0,1.0,False,2.0,D,2021-04-14,2026-04-02,31,72.45,16.44,1724.47,22.74,0.723,False,35.48,2.309,2.31,0.198,11.48,-2.74,50.76,-6.97,0,0.0,VOO,2021_default,equity_quick
100,EMA,60,SMA,True,False,True,3.0,1.0,True,8.0,D,2021-04-14,2026-04-02,31,72.45,16.44,1724.47,22.74,0.723,False,35.48,2.309,2.31,0.198,11.48,-2.74,50.76,-6.97,0,0.0,VOO,2021_default,equity_quick
100,EMA,60,SMA,True,False,True,3.0,1.0,True,12.0,D,2021-04-14,2026-04-02,31,72.45,16.44,1724.47,22.74,0.723,False,35.48,2.309,2.31,0.198,11.48,-2.74,50.76,-6.97,0,0.0,VOO,2021_default,equity_quick
100,EMA,60,SMA,True,False,True,3.0,1.0,True,15.0,D,2021-04-14,2026-04-02,31,72.45,16.44,1724.47,22.74,0.723,False,35.48,2.309,2.31,0.198,11.48,-2.74,50.76,-6.97,0,0.0,VOO,2021_default,equity_quick
100,EMA,44,SMA,True,True,False,4.0,1.0,True,15.0,D,2021-04-14,2026-04-02,49,164.31,36.48,2643.06,50.51,0.722,False,18.37,2.379,3.17,0.175,29.79,-2.82,85.52,-15.0,1,2.0,VOO,2021_default,equity_quick
130,EMA,20,SMA,True,True,True,2.0,1.0,True,4.0,W,2021-04-14,2026-04-02,9,22.39,5.64,1223.92,7.84,0.719,False,33.33,2.124,2.7,0.263,15.32,-3.61,20.38,-4.0,5,55.6,VOO,2021_default,equity_quick
130,SMA,60,SMA,True,False,True,4.0,1.0,True,8.0,D,2021-04-14,2026-04-02,26,90.22,22.16,1902.2,30.97,0.716,False,34.62,2.366,3.56,0.211,17.82,-3.99,67.68,-8.0,1,3.8,VOO,2021_default,equity_quick
100,EMA,60,SMA,True,True,True,2.0,1.0,True,12.0,W,2021-04-14,2026-04-02,6,54.47,12.68,1544.71,17.77,0.713,False,50.0,2.761,10.56,0.355,33.13,-12.0,58.6,-12.0,3,50.0,VOO,2021_default,equity_quick
160,EMA,44,SMA,True,True,True,2.0,1.0,True,4.0,W,2021-04-14,2026-04-02,7,23.06,5.59,1230.59,7.84,0.712,False,28.57,2.329,3.8,0.26,23.29,-4.0,33.64,-4.0,5,71.4,VOO,2021_default,equity_quick
200,SMA,60,SMA,True,False,True,2.0,1.0,True,4.0,D,2021-04-14,2026-04-02,25,47.38,11.58,1473.8,16.27,0.711,False,36.0,2.402,1.87,0.217,8.91,-2.09,33.84,-4.0,2,8.0,VOO,2021_default,equity_quick
100,EMA,44,SMA,True,True,False,3.0,1.0,True,8.0,D,2021-04-14,2026-04-02,49,126.18,28.02,2261.78,39.4,0.711,False,18.37,2.324,2.38,0.175,22.75,-2.2,64.14,-8.0,1,2.0,VOO,2021_default,equity_quick
100,EMA,60,SMA,True,False,True,2.0,1.0,False,2.0,D,2021-04-14,2026-04-02,31,48.64,11.04,1486.42,15.68,0.704,False,35.48,2.309,1.54,0.198,7.66,-1.82,33.84,-4.65,0,0.0,VOO,2021_default,equity_quick
100,EMA,60,SMA,True,False,True,2.0,1.0,True,8.0,D,2021-04-14,2026-04-02,31,48.64,11.04,1486.42,15.68,0.704,False,35.48,2.309,1.54,0.198,7.66,-1.82,33.84,-4.65,0,0.0,VOO,2021_default,equity_quick
100,EMA,60,SMA,True,False,True,2.0,1.0,True,12.0,D,2021-04-14,2026-04-02,31,48.64,11.04,1486.42,15.68,0.704,False,35.48,2.309,1.54,0.198,7.66,-1.82,33.84,-4.65,0,0.0,VOO,2021_default,equity_quick
100,EMA,60,SMA,True,False,True,2.0,1.0,True,15.0,D,2021-04-14,2026-04-02,31,48.64,11.04,1486.42,15.68,0.704,False,35.48,2.309,1.54,0.198,7.66,-1.82,33.84,-4.65,0,0.0,VOO,2021_default,equity_quick
200,SMA,20,SMA,True,False,True,3.0,1.0,True,12.0,W,2021-04-14,2026-04-02,5,33.65,8.44,1336.5,12.0,0.703,False,60.0,2.811,8.69,0.296,22.49,-12.0,59.27,-12.0,2,40.0,VOO,2021_default,equity_quick
100,SMA,44,SMA,True,True,False,2.0,1.0,False,2.0,D,2021-04-14,2026-04-02,41,82.96,18.42,1829.6,26.42,0.697,False,24.39,2.283,1.87,0.194,13.64,-1.93,37.31,-6.62,0,0.0,VOO,2021_default,equity_quick
100,SMA,44,SMA,True,True,False,2.0,1.0,True,8.0,D,2021-04-14,2026-04-02,41,82.96,18.42,1829.6,26.42,0.697,False,24.39,2.283,1.87,0.194,13.64,-1.93,37.31,-6.62,0,0.0,VOO,2021_default,equity_quick
100,SMA,44,SMA,True,True,False,2.0,1.0,True,12.0,D,2021-04-14,2026-04-02,41,82.96,18.42,1829.6,26.42,0.697,False,24.39,2.283,1.87,0.194,13.64,-1.93,37.31,-6.62,0,0.0,VOO,2021_default,equity_quick
100,SMA,44,SMA,True,True,False,2.0,1.0,True,15.0,D,2021-04-14,2026-04-02,41,82.96,18.42,1829.6,26.42,0.697,False,24.39,2.283,1.87,0.194,13.64,-1.93,37.31,-6.62,0,0.0,VOO,2021_default,equity_quick
130,EMA,20,SMA,True,True,True,2.0,1.0,True,12.0,W,2021-04-14,2026-04-02,7,48.59,12.24,1485.93,17.77,0.689,False,57.14,2.652,8.5,0.301,23.87,-12.0,66.42,-12.0,3,42.9,VOO,2021_default,equity_quick
160,SMA,20,SMA,True,False,True,4.0,1.0,True,4.0,D,2021-04-14,2026-04-02,40,71.67,17.6,1716.67,25.55,0.689,False,32.5,1.767,1.84,0.171,13.06,-3.56,35.99,-4.0,20,50.0,VOO,2021_default,equity_quick
130,SMA,60,SMA,True,False,True,2.0,1.0,True,4.0,D,2021-04-14,2026-04-02,26,46.68,11.47,1466.77,16.67,0.688,False,34.62,2.366,1.78,0.211,8.91,-1.99,33.84,-4.0,1,3.8,VOO,2021_default,equity_quick
130,SMA,20,SMA,True,True,True,4.0,1.0,True,8.0,W,2021-04-14,2026-04-02,7,35.36,10.54,1353.63,15.36,0.686,False,28.57,2.255,6.32,0.276,39.77,-7.06,40.76,-8.0,4,57.1,VOO,2021_default,equity_quick
130,SMA,60,SMA,True,False,True,4.0,1.0,True,4.0,D,2021-04-14,2026-04-02,26,62.59,15.37,1625.92,22.47,0.684,False,30.77,2.238,2.8,0.176,16.43,-3.26,67.68,-4.0,13,50.0,VOO,2021_default,equity_quick
200,SMA,44,SMA,True,True,True,2.0,1.0,True,4.0,D,2021-04-14,2026-04-02,53,64.35,15.34,1643.51,22.62,0.678,False,24.53,1.874,1.25,0.145,10.89,-1.89,43.58,-4.0,7,13.2,VOO,2021_default,equity_quick
200,SMA,60,SMA,True,True,True,2.0,1.0,False,2.0,D,2021-04-14,2026-04-02,57,66.72,15.91,1667.22,23.74,0.67,False,24.56,1.945,1.14,0.15,9.59,-1.61,40.48,-4.65,0,0.0,VOO,2021_default,equity_quick
200,SMA,60,SMA,True,True,True,2.0,1.0,True,8.0,D,2021-04-14,2026-04-02,57,66.72,15.91,1667.22,23.74,0.67,False,24.56,1.945,1.14,0.15,9.59,-1.61,40.48,-4.65,0,0.0,VOO,2021_default,equity_quick
200,SMA,60,SMA,True,True,True,2.0,1.0,True,12.0,D,2021-04-14,2026-04-02,57,66.72,15.91,1667.22,23.74,0.67,False,24.56,1.945,1.14,0.15,9.59,-1.61,40.48,-4.65,0,0.0,VOO,2021_default,equity_quick
200,SMA,60,SMA,True,True,True,2.0,1.0,True,15.0,D,2021-04-14,2026-04-02,57,66.72,15.91,1667.22,23.74,0.67,False,24.56,1.945,1.14,0.15,9.59,-1.61,40.48,-4.65,0,0.0,VOO,2021_default,equity_quick
100,EMA,44,SMA,True,True,False,4.0,1.0,False,2.0,D,2021-04-14,2026-04-02,49,156.7,34.79,2567.01,51.94,0.67,False,18.37,2.329,3.12,0.172,29.79,-2.88,85.52,-17.45,0,0.0,VOO,2021_default,equity_quick
100,EMA,20,SMA,True,True,True,2.0,1.0,True,4.0,W,2021-04-14,2026-04-02,9,22.39,5.21,1223.92,7.84,0.665,False,33.33,2.124,2.7,0.263,15.32,-3.61,20.38,-4.0,5,55.6,VOO,2021_default,equity_quick
200,SMA,44,SMA,True,True,True,4.0,1.0,True,8.0,D,2021-04-14,2026-04-02,53,116.98,27.89,2169.79,41.95,0.665,False,24.53,2.008,2.49,0.147,20.19,-3.27,87.15,-8.0,6,11.3,VOO,2021_default,equity_quick
200,EMA,20,SMA,True,False,True,4.0,1.0,True,4.0,D,2021-04-14,2026-04-02,41,77.14,18.91,1771.35,28.52,0.663,False,34.15,1.793,1.88,0.176,12.44,-3.6,35.99,-4.0,21,51.2,VOO,2021_default,equity_quick
200,EMA,20,SMA,True,False,True,3.0,1.0,True,8.0,W,2021-04-14,2026-04-02,6,26.33,9.09,1263.3,13.78,0.66,False,33.33,2.407,6.21,0.235,31.85,-6.61,59.27,-8.0,3,50.0,VOO,2021_default,equity_quick
130,SMA,60,SMA,True,False,True,4.0,1.0,False,2.0,D,2021-04-14,2026-04-02,26,86.63,21.28,1866.25,32.27,0.659,False,34.62,2.307,3.5,0.206,17.82,-4.09,67.68,-9.74,0,0.0,VOO,2021_default,equity_quick
130,SMA,60,SMA,True,False,True,4.0,1.0,True,15.0,D,2021-04-14,2026-04-02,26,86.63,21.28,1866.25,32.27,0.659,False,34.62,2.307,3.5,0.206,17.82,-4.09,67.68,-9.74,0,0.0,VOO,2021_default,equity_quick
130,SMA,60,SMA,True,False,True,3.0,1.0,False,2.0,D,2021-04-14,2026-04-02,26,66.83,16.42,1668.32,25.15,0.653,False,34.62,2.307,2.62,0.206,13.37,-3.07,50.76,-7.3,0,0.0,VOO,2021_default,equity_quick
130,SMA,60,SMA,True,False,True,3.0,1.0,True,12.0,D,2021-04-14,2026-04-02,26,66.83,16.42,1668.32,25.15,0.653,False,34.62,2.307,2.62,0.206,13.37,-3.07,50.76,-7.3,0,0.0,VOO,2021_default,equity_quick
130,SMA,60,SMA,True,False,True,3.0,1.0,True,15.0,D,2021-04-14,2026-04-02,26,66.83,16.42,1668.32,25.15,0.653,False,34.62,2.307,2.62,0.206,13.37,-3.07,50.76,-7.3,0,0.0,VOO,2021_default,equity_quick
130,EMA,60,SMA,True,False,True,4.0,1.0,True,8.0,D,2021-04-14,2026-04-02,29,83.46,20.49,1834.62,31.63,0.648,False,31.03,2.248,3.07,0.192,17.82,-3.57,67.68,-8.0,1,3.4,VOO,2021_default,equity_quick
200,SMA,44,SMA,True,True,False,4.0,1.0,True,8.0,D,2021-04-14,2026-04-02,29,123.01,29.33,2230.08,45.32,0.647,False,20.69,2.938,5.09,0.179,37.29,-3.31,140.11,-8.0,5,17.2,VOO,2021_default,equity_quick
200,SMA,44,SMA,True,True,False,2.0,1.0,False,2.0,D,2021-04-14,2026-04-02,29,65.73,15.67,1657.34,24.41,0.642,False,20.69,2.648,2.47,0.174,19.19,-1.89,70.05,-4.97,0,0.0,VOO,2021_default,equity_quick
200,SMA,44,SMA,True,True,False,2.0,1.0,True,8.0,D,2021-04-14,2026-04-02,29,65.73,15.67,1657.34,24.41,0.642,False,20.69,2.648,2.47,0.174,19.19,-1.89,70.05,-4.97,0,0.0,VOO,2021_default,equity_quick
200,SMA,44,SMA,True,True,False,2.0,1.0,True,12.0,D,2021-04-14,2026-04-02,29,65.73,15.67,1657.34,24.41,0.642,False,20.69,2.648,2.47,0.174,19.19,-1.89,70.05,-4.97,0,0.0,VOO,2021_default,equity_quick
200,SMA,44,SMA,True,True,False,2.0,1.0,True,15.0,D,2021-04-14,2026-04-02,29,65.73,15.67,1657.34,24.41,0.642,False,20.69,2.648,2.47,0.174,19.19,-1.89,70.05,-4.97,0,0.0,VOO,2021_default,equity_quick
130,SMA,60,SMA,True,False,True,2.0,1.0,False,2.0,D,2021-04-14,2026-04-02,26,45.35,11.14,1453.49,17.43,0.639,False,34.62,2.307,1.75,0.206,8.91,-2.04,33.84,-4.87,0,0.0,VOO,2021_default,equity_quick
130,SMA,60,SMA,True,False,True,2.0,1.0,True,8.0,D,2021-04-14,2026-04-02,26,45.35,11.14,1453.49,17.43,0.639,False,34.62,2.307,1.75,0.206,8.91,-2.04,33.84,-4.87,0,0.0,VOO,2021_default,equity_quick
130,SMA,60,SMA,True,False,True,2.0,1.0,True,12.0,D,2021-04-14,2026-04-02,26,45.35,11.14,1453.49,17.43,0.639,False,34.62,2.307,1.75,0.206,8.91,-2.04,33.84,-4.87,0,0.0,VOO,2021_default,equity_quick
130,SMA,60,SMA,True,False,True,2.0,1.0,True,15.0,D,2021-04-14,2026-04-02,26,45.35,11.14,1453.49,17.43,0.639,False,34.62,2.307,1.75,0.206,8.91,-2.04,33.84,-4.87,0,0.0,VOO,2021_default,equity_quick
200,EMA,20,SMA,True,True,True,2.0,1.0,True,4.0,W,2021-04-14,2026-04-02,9,19.27,4.95,1192.7,7.74,0.639,False,33.33,2.29,2.69,0.192,14.34,-3.13,39.51,-4.0,4,44.4,VOO,2021_default,equity_quick
100,EMA,20,SMA,True,True,True,2.0,1.0,True,12.0,W,2021-04-14,2026-04-02,7,48.59,11.31,1485.93,17.77,0.636,False,57.14,2.652,8.5,0.301,23.87,-12.0,66.42,-12.0,3,42.9,VOO,2021_default,equity_quick
130,EMA,60,SMA,True,False,True,2.0,1.0,True,4.0,D,2021-04-14,2026-04-02,29,44.07,10.82,1440.68,17.07,0.634,False,31.03,2.248,1.54,0.192,8.91,-1.78,33.84,-4.0,1,3.4,VOO,2021_default,equity_quick
200,SMA,60,SMA,True,True,True,4.0,1.0,True,8.0,D,2021-04-14,2026-04-02,57,124.18,29.61,2241.77,46.68,0.634,False,24.56,2.059,2.25,0.15,17.78,-2.81,80.97,-8.0,5,8.8,VOO,2021_default,equity_quick
100,EMA,60,SMA,True,False,True,4.0,1.0,True,4.0,D,2021-04-14,2026-04-02,31,62.7,14.22,1627.01,22.7,0.627,False,29.03,2.114,2.36,0.162,15.42,-2.98,67.68,-4.0,14,45.2,VOO,2021_default,equity_quick
200,SMA,60,SMA,True,True,True,3.0,1.0,True,8.0,D,2021-04-14,2026-04-02,57,96.07,22.9,1960.65,36.52,0.627,False,24.56,2.007,1.69,0.149,13.69,-2.22,60.73,-8.0,1,1.8,VOO,2021_default,equity_quick
200,EMA,44,SMA,True,True,True,3.0,1.0,True,8.0,W,2021-04-14,2026-04-02,6,29.69,9.62,1296.95,15.36,0.627,False,33.33,2.483,6.22,0.27,31.22,-6.29,50.47,-8.0,3,50.0,VOO,2021_default,equity_quick
130,SMA,60,SMA,True,False,True,3.0,1.0,True,8.0,D,2021-04-14,2026-04-02,26,65.58,16.11,1655.79,25.71,0.626,False,34.62,2.277,2.59,0.204,13.37,-3.11,50.76,-8.0,1,3.8,VOO,2021_default,equity_quick
160,SMA,44,SMA,True,True,False,3.0,1.0,True,4.0,D,2021-04-14,2026-04-02,41,98.65,23.52,1986.55,37.58,0.626,False,17.07,2.653,2.82,0.148,26.52,-2.06,109.05,-4.0,8,19.5,VOO,2021_default,equity_quick
100,SMA,44,SMA,True,True,True,3.0,1.0,True,4.0,D,2021-04-14,2026-04-02,67,97.06,21.55,1970.55,34.48,0.625,False,29.85,1.851,1.43,0.141,10.41,-2.39,50.51,-4.0,17,25.4,VOO,2021_default,equity_quick
160,SMA,60,SMA,True,False,True,3.0,1.0,True,4.0,D,2021-04-14,2026-04-02,25,44.43,10.91,1444.3,17.45,0.625,False,32.0,2.09,2.06,0.168,12.32,-2.77,50.76,-4.0,7,28.0,VOO,2021_default,equity_quick
160,EMA,44,SMA,True,True,False,2.0,1.0,True,15.0,W,2021-04-14,2026-04-02,5,46.5,11.16,1464.99,17.85,0.625,False,40.0,3.053,13.69,0.301,50.91,-11.12,93.26,-15.0,2,40.0,VOO,2021_default,equity_quick
160,EMA,20,SMA,True,True,True,4.0,1.0,True,8.0,W,2021-04-14,2026-04-02,6,39.2,9.49,1391.98,15.36,0.618,False,33.33,2.787,9.53,0.262,44.59,-8.0,82.99,-8.0,4,66.7,VOO,2021_default,equity_quick
200,SMA,20,SMA,True,True,True,2.0,1.0,False,2.0,D,2021-04-14,2026-04-02,72,37.34,8.9,1373.38,14.41,0.618,False,33.33,1.43,0.56,0.111,5.56,-1.94,22.04,-5.47,0,0.0,VOO,2021_default,equity_quick
200,SMA,20,SMA,True,True,True,2.0,1.0,True,8.0,D,2021-04-14,2026-04-02,72,37.34,8.9,1373.38,14.41,0.618,False,33.33,1.43,0.56,0.111,5.56,-1.94,22.04,-5.47,0,0.0,VOO,2021_default,equity_quick
200,SMA,20,SMA,True,True,True,2.0,1.0,True,12.0,D,2021-04-14,2026-04-02,72,37.34,8.9,1373.38,14.41,0.618,False,33.33,1.43,0.56,0.111,5.56,-1.94,22.04,-5.47,0,0.0,VOO,2021_default,equity_quick
200,SMA,20,SMA,True,True,True,2.0,1.0,True,15.0,D,2021-04-14,2026-04-02,72,37.34,8.9,1373.38,14.41,0.618,False,33.33,1.43,0.56,0.111,5.56,-1.94,22.04,-5.47,0,0.0,VOO,2021_default,equity_quick
100,EMA,44,SMA,True,True,False,3.0,1.0,True,12.0,D,2021-04-14,2026-04-02,49,116.34,25.83,2163.44,42.04,0.614,False,18.37,2.223,2.3,0.168,22.75,-2.3,64.14,-12.0,1,2.0,VOO,2021_default,equity_quick
200,SMA,60,SMA,True,False,True,3.0,1.0,True,8.0,D,2021-04-14,2026-04-02,25,65.01,15.88,1650.11,25.97,0.612,False,36.0,2.268,2.69,0.207,13.37,-3.32,50.76,-8.0,1,4.0,VOO,2021_default,equity_quick
130,EMA,44,SMA,True,True,False,2.0,1.0,True,4.0,W,2021-04-14,2026-04-02,5,19.99,4.8,1199.89,7.84,0.612,False,40.0,2.826,4.38,0.318,16.95,-4.0,27.73,-4.0,3,60.0,VOO,2021_default,equity_quick
