slow_ma_len,slow_ma_type,fast_ma_len,fast_ma_type,allow_longs,allow_shorts,use_fast_ma,leverage_long,leverage_short,sl_enable,sl_risk_pct,atr_sl_enable,atr_sl_len,atr_sl_mult,signal_tf,period_start,period_end,trades,pl_pct,ann_return,end_capital,max_dd,calmar,liq_risk,win_rate,profit_factor,expectancy,sharpe_trade,avg_win,avg_loss,max_win,max_loss,sl_hits,sl_hit_rate,ticker,period_name,mode
100,SMA,60,SMA,True,True,True,4.0,1.25,True,9.0,False,14,2.5,D,2021-04-14,2026-04-03,94,2156.89,436.7,22568.92,74.89,5.831,False,22.34,2.579,8.04,0.19,58.8,-6.56,208.81,-9.0,40,42.6,BTC-USD,2021_default,btc_quick
130,SMA,30,SMA,True,True,True,4.0,1.25,True,9.0,False,14,2.5,D,2021-04-14,2026-04-03,107,1801.12,368.14,19011.18,63.36,5.81,False,24.3,2.447,6.33,0.171,44.03,-5.78,224.49,-9.0,37,34.6,BTC-USD,2021_default,btc_quick
130,SMA,44,SMA,True,True,True,4.0,2.0,True,4.0,False,14,2.5,D,2021-04-14,2026-04-03,81,1342.14,274.32,14421.36,47.21,5.81,False,16.05,3.256,6.76,0.18,60.77,-3.57,223.85,-4.0,56,69.1,BTC-USD,2021_default,btc_quick
100,SMA,60,SMA,True,True,True,2.0,1.25,True,4.0,False,14,2.5,D,2021-04-14,2026-04-03,94,1396.54,282.75,14965.42,48.92,5.78,False,21.28,2.665,4.55,0.208,34.2,-3.47,104.41,-4.0,53,56.4,BTC-USD,2021_default,btc_quick
160,SMA,44,SMA,True,True,True,2.0,1.25,True,4.0,False,14,2.5,D,2021-04-14,2026-04-03,92,1236.22,253.38,13362.2,43.96,5.764,False,21.74,2.827,4.47,0.201,31.81,-3.12,111.92,-4.0,47,51.1,BTC-USD,2021_default,btc_quick
100,SMA,44,SMA,True,True,True,3.0,2.0,True,12.0,False,14,2.5,D,2021-04-14,2026-04-03,107,1916.75,388.08,20167.5,67.41,5.757,False,23.36,2.31,6.39,0.184,48.2,-6.36,167.89,-12.0,23,21.5,BTC-USD,2021_default,btc_quick
160,SMA,44,SMA,True,True,True,4.0,2.0,True,9.0,False,14,2.5,D,2021-04-14,2026-04-03,92,1931.1,395.81,20311.03,69.72,5.677,False,21.74,2.601,8.13,0.186,60.8,-6.49,223.85,-9.0,39,42.4,BTC-USD,2021_default,btc_quick
100,SMA,44,SMA,True,True,True,3.0,1.25,True,12.0,False,14,2.5,D,2021-04-14,2026-04-03,107,1712.9,346.81,18129.04,61.14,5.672,False,23.36,2.42,5.9,0.178,43.01,-5.42,167.89,-12.0,16,15.0,BTC-USD,2021_default,btc_quick
160,SMA,44,SMA,True,True,True,3.0,1.0,True,9.0,False,14,2.5,D,2021-04-14,2026-04-03,92,1444.94,296.16,15449.4,52.37,5.655,False,22.83,2.656,5.94,0.184,41.76,-4.65,167.89,-9.0,19,20.7,BTC-USD,2021_default,btc_quick
130,SMA,30,SMA,True,True,True,4.0,1.0,True,9.0,False,14,2.5,D,2021-04-14,2026-04-03,107,1720.98,351.76,18209.76,62.35,5.642,False,24.3,2.511,6.21,0.169,42.47,-5.43,224.49,-9.0,34,31.8,BTC-USD,2021_default,btc_quick
130,SMA,44,SMA,True,True,True,2.0,1.0,True,4.0,False,14,2.5,D,2021-04-14,2026-04-03,81,907.68,185.52,10076.77,33.04,5.615,False,23.46,2.96,4.45,0.202,28.62,-2.96,111.92,-4.0,36,44.4,BTC-USD,2021_default,btc_quick
100,SMA,30,SMA,True,True,True,4.0,1.25,True,4.0,False,14,2.5,D,2021-04-14,2026-04-03,135,1683.98,340.95,17839.82,60.77,5.611,False,17.04,2.706,4.84,0.147,45.08,-3.42,224.49,-4.0,86,63.7,BTC-USD,2021_default,btc_quick
130,SMA,60,SMA,True,True,True,2.0,1.25,True,4.0,False,14,2.5,D,2021-04-14,2026-04-03,68,1032.88,211.11,11328.83,37.82,5.582,False,23.53,3.001,5.36,0.236,34.16,-3.5,104.41,-4.0,39,57.4,BTC-USD,2021_default,btc_quick
130,SMA,44,SMA,True,True,True,4.0,1.0,True,4.0,False,14,2.5,D,2021-04-14,2026-04-03,81,1089.01,222.59,11890.07,41.16,5.408,False,17.28,3.316,6.2,0.172,51.33,-3.23,223.85,-4.0,47,58.0,BTC-USD,2021_default,btc_quick
130,SMA,44,SMA,True,True,True,2.0,2.0,True,6.0,False,14,2.5,D,2021-04-14,2026-04-03,81,913.72,186.76,10137.22,34.63,5.392,False,23.46,2.506,4.93,0.197,35.01,-4.28,111.92,-6.0,36,44.4,BTC-USD,2021_default,btc_quick
100,SMA,30,SMA,True,True,True,4.0,2.0,True,6.0,False,14,2.5,D,2021-04-14,2026-04-03,135,1769.77,358.32,18697.72,67.11,5.339,False,17.78,2.403,5.69,0.153,54.85,-4.94,224.49,-6.0,78,57.8,BTC-USD,2021_default,btc_quick
160,SMA,60,SMA,True,True,True,4.0,1.0,True,9.0,False,14,2.5,D,2021-04-14,2026-04-03,79,1858.64,380.96,19586.41,71.36,5.339,False,21.52,2.731,8.3,0.2,60.82,-6.11,201.61,-9.0,27,34.2,BTC-USD,2021_default,btc_quick
100,SMA,60,SMA,True,True,True,3.0,1.0,True,4.0,False,14,2.5,D,2021-04-14,2026-04-03,94,1281.95,259.55,13819.52,49.23,5.272,False,19.15,2.847,5.15,0.182,41.43,-3.45,156.61,-4.0,58,61.7,BTC-USD,2021_default,btc_quick
100,SMA,30,SMA,True,True,True,4.0,2.0,True,4.0,False,14,2.5,D,2021-04-14,2026-04-03,135,1698.48,343.89,17984.79,65.24,5.271,False,15.56,2.578,4.98,0.149,52.25,-3.73,224.49,-4.0,102,75.6,BTC-USD,2021_default,btc_quick
160,SMA,44,SMA,True,True,True,3.0,1.25,True,9.0,False,14,2.5,D,2021-04-14,2026-04-03,92,1403.43,287.66,15034.35,55.58,5.175,False,22.83,2.547,6.01,0.184,43.35,-5.03,167.89,-9.0,23,25.0,BTC-USD,2021_default,btc_quick
160,SMA,44,SMA,True,True,True,2.0,1.0,True,4.0,False,14,2.5,D,2021-04-14,2026-04-03,92,1043.93,213.97,11439.25,41.99,5.096,False,21.74,2.777,4.23,0.194,30.4,-3.04,111.92,-4.0,45,48.9,BTC-USD,2021_default,btc_quick
130,SMA,30,SMA,True,True,True,4.0,2.0,True,9.0,False,14,2.5,D,2021-04-14,2026-04-03,107,1635.83,334.35,17358.29,67.06,4.986,False,22.43,2.291,6.49,0.172,51.37,-6.48,224.49,-9.0,47,43.9,BTC-USD,2021_default,btc_quick
100,SMA,44,SMA,True,True,True,2.0,1.0,True,12.0,False,14,2.5,D,2021-04-14,2026-04-03,107,1242.6,251.58,13425.97,50.62,4.97,False,24.3,2.368,4.17,0.184,29.67,-4.02,111.92,-12.0,7,6.5,BTC-USD,2021_default,btc_quick
160,SMA,44,SMA,True,True,True,4.0,2.0,True,12.0,False,14,2.5,D,2021-04-14,2026-04-03,92,1668.9,342.07,17688.95,69.55,4.918,False,22.83,2.467,8.13,0.185,59.93,-7.18,223.85,-12.0,25,27.2,BTC-USD,2021_default,btc_quick
100,SMA,44,SMA,True,True,True,3.0,2.0,True,9.0,False,14,2.5,D,2021-04-14,2026-04-03,107,1619.0,327.79,17190.04,67.0,4.893,False,22.43,2.31,6.07,0.177,47.69,-5.97,167.89,-9.0,39,36.4,BTC-USD,2021_default,btc_quick
100,SMA,60,SMA,True,True,True,2.0,1.0,True,4.0,False,14,2.5,D,2021-04-14,2026-04-03,94,1168.32,236.55,12683.22,49.12,4.816,False,21.28,2.639,4.3,0.2,32.51,-3.33,104.41,-4.0,51,54.3,BTC-USD,2021_default,btc_quick
130,SMA,60,SMA,True,True,True,2.0,1.0,True,4.0,False,14,2.5,D,2021-04-14,2026-04-03,68,869.4,177.7,9694.0,37.21,4.775,False,23.53,2.939,5.04,0.227,32.46,-3.4,104.41,-4.0,36,52.9,BTC-USD,2021_default,btc_quick
130,SMA,60,SMA,True,True,True,3.0,1.25,True,4.0,False,14,2.5,D,2021-04-14,2026-04-03,68,898.99,183.75,9989.85,38.54,4.767,False,20.59,2.998,5.78,0.203,42.09,-3.64,156.61,-4.0,45,66.2,BTC-USD,2021_default,btc_quick
100,SMA,30,SMA,True,True,True,4.0,1.0,True,4.0,False,14,2.5,D,2021-04-14,2026-04-03,135,1386.09,280.64,14860.9,60.17,4.664,False,17.04,2.705,4.66,0.142,43.39,-3.29,224.49,-4.0,83,61.5,BTC-USD,2021_default,btc_quick
130,SMA,30,SMA,True,True,True,4.0,2.0,True,6.0,False,14,2.5,D,2021-04-14,2026-04-03,107,1351.38,276.21,14513.75,59.74,4.623,False,19.63,2.469,5.78,0.162,49.53,-4.9,224.49,-6.0,63,58.9,BTC-USD,2021_default,btc_quick
130,SMA,60,SMA,True,True,True,3.0,2.0,True,9.0,False,14,2.5,D,2021-04-14,2026-04-03,68,1402.24,286.61,15022.43,62.18,4.609,False,25.0,2.499,7.8,0.221,52.03,-6.94,156.61,-9.0,31,45.6,BTC-USD,2021_default,btc_quick
100,SMA,44,SMA,True,True,True,2.0,1.25,True,12.0,False,14,2.5,D,2021-04-14,2026-04-03,107,1235.67,250.18,13356.73,54.57,4.585,False,24.3,2.274,4.27,0.184,31.34,-4.42,111.92,-12.0,8,7.5,BTC-USD,2021_default,btc_quick
100,SMA,44,SMA,True,True,True,2.0,2.0,True,12.0,False,14,2.5,D,2021-04-14,2026-04-03,107,1385.86,280.59,14858.58,61.89,4.533,False,24.3,2.169,4.76,0.187,36.34,-5.38,111.92,-12.0,15,14.0,BTC-USD,2021_default,btc_quick
130,SMA,30,SMA,True,True,True,4.0,1.25,True,6.0,False,14,2.5,D,2021-04-14,2026-04-03,107,1220.83,249.53,13208.25,55.92,4.462,False,20.56,2.537,5.52,0.157,44.34,-4.52,224.49,-6.0,54,50.5,BTC-USD,2021_default,btc_quick
100,SMA,60,SMA,True,True,True,4.0,2.0,True,9.0,False,14,2.5,D,2021-04-14,2026-04-03,94,1719.91,348.22,18199.1,78.44,4.44,False,21.28,2.401,8.07,0.187,65.03,-7.32,208.81,-9.0,50,53.2,BTC-USD,2021_default,btc_quick
130,SMA,30,SMA,True,True,True,4.0,1.0,True,6.0,False,14,2.5,D,2021-04-14,2026-04-03,107,1176.45,240.46,12764.55,54.31,4.427,False,21.5,2.616,5.42,0.155,40.85,-4.28,224.49,-6.0,48,44.9,BTC-USD,2021_default,btc_quick
100,SMA,44,SMA,True,True,True,2.0,1.0,True,9.0,False,14,2.5,D,2021-04-14,2026-04-03,107,1068.82,216.4,11688.21,48.93,4.422,False,23.36,2.342,3.99,0.178,29.83,-3.88,111.92,-9.0,11,10.3,BTC-USD,2021_default,btc_quick
130,SMA,60,SMA,True,True,True,3.0,1.25,True,12.0,False,14,2.5,D,2021-04-14,2026-04-03,68,1403.89,286.94,15038.87,65.38,4.389,False,27.94,2.539,7.55,0.222,44.56,-6.81,156.61,-12.0,16,23.5,BTC-USD,2021_default,btc_quick
100,SMA,44,SMA,True,True,True,2.0,1.25,True,9.0,False,14,2.5,D,2021-04-14,2026-04-03,107,1093.85,221.47,11938.45,52.22,4.241,False,23.36,2.264,4.12,0.179,31.56,-4.25,111.92,-9.0,17,15.9,BTC-USD,2021_default,btc_quick
160,SMA,44,SMA,True,True,True,3.0,2.0,True,6.0,False,14,2.5,D,2021-04-14,2026-04-03,92,1178.94,241.64,12789.37,58.63,4.121,False,19.57,2.55,5.92,0.178,49.79,-4.75,167.89,-6.0,49,53.3,BTC-USD,2021_default,btc_quick
130,SMA,60,SMA,True,True,True,3.0,1.0,True,12.0,False,14,2.5,D,2021-04-14,2026-04-03,68,1291.33,263.94,13913.28,64.24,4.109,False,27.94,2.582,7.3,0.217,42.66,-6.41,156.61,-12.0,16,23.5,BTC-USD,2021_default,btc_quick
130,SMA,60,SMA,True,True,True,3.0,1.0,True,4.0,False,14,2.5,D,2021-04-14,2026-04-03,68,754.82,154.28,8548.24,37.94,4.066,False,20.59,2.941,5.45,0.194,40.14,-3.54,156.61,-4.0,42,61.8,BTC-USD,2021_default,btc_quick
130,SMA,44,SMA,True,True,True,2.0,2.0,True,12.0,False,14,2.5,D,2021-04-14,2026-04-03,81,878.12,179.48,9781.23,44.76,4.01,False,27.16,2.285,5.1,0.197,33.39,-5.45,111.92,-12.0,13,16.0,BTC-USD,2021_default,btc_quick
130,SMA,60,SMA,True,True,True,2.0,1.0,True,6.0,False,14,2.5,D,2021-04-14,2026-04-03,68,867.06,177.22,9670.63,44.4,3.992,False,26.47,2.634,5.15,0.226,31.34,-4.28,104.41,-6.0,24,35.3,BTC-USD,2021_default,btc_quick
100,SMA,44,SMA,True,True,True,2.0,2.0,True,6.0,False,14,2.5,D,2021-04-14,2026-04-03,107,1009.62,204.42,11096.23,51.38,3.978,False,21.5,2.216,4.19,0.174,35.57,-4.4,111.92,-6.0,45,42.1,BTC-USD,2021_default,btc_quick
130,SMA,44,SMA,True,True,True,2.0,2.0,True,9.0,False,14,2.5,D,2021-04-14,2026-04-03,81,835.81,170.83,9358.12,43.01,3.972,False,25.93,2.321,4.97,0.194,33.67,-5.08,111.92,-9.0,21,25.9,BTC-USD,2021_default,btc_quick
160,SMA,44,SMA,True,True,True,2.0,1.0,True,6.0,False,14,2.5,D,2021-04-14,2026-04-03,92,844.83,173.16,9448.28,44.1,3.927,False,22.83,2.467,4.07,0.185,29.96,-3.59,111.92,-6.0,25,27.2,BTC-USD,2021_default,btc_quick
130,SMA,30,SMA,True,True,True,2.0,2.0,True,4.0,False,14,2.5,D,2021-04-14,2026-04-03,108,728.36,148.87,8283.58,38.72,3.845,False,18.52,2.197,3.29,0.167,32.62,-3.37,112.25,-4.0,66,61.1,BTC-USD,2021_default,btc_quick
160,SMA,44,SMA,True,True,True,3.0,1.0,True,12.0,False,14,2.5,D,2021-04-14,2026-04-03,92,1056.98,216.64,11569.77,57.81,3.747,False,22.83,2.469,5.67,0.175,41.76,-5.0,167.89,-12.0,14,15.2,BTC-USD,2021_default,btc_quick
130,SMA,30,SMA,True,True,True,2.0,1.25,True,4.0,False,14,2.5,D,2021-04-14,2026-04-03,107,708.68,144.85,8086.77,39.06,3.708,False,21.5,2.261,3.14,0.169,26.2,-3.17,112.25,-4.0,58,54.2,BTC-USD,2021_default,btc_quick
160,SMA,60,SMA,True,True,True,3.0,1.0,True,6.0,False,14,2.5,D,2021-04-14,2026-04-03,79,1084.17,222.22,11841.7,60.19,3.692,False,20.25,2.602,5.97,0.193,47.91,-4.68,151.21,-6.0,34,43.0,BTC-USD,2021_default,btc_quick
130,SMA,30,SMA,True,True,True,4.0,1.25,True,4.0,False,14,2.5,D,2021-04-14,2026-04-03,107,922.72,188.6,10227.21,51.4,3.669,False,18.69,2.619,4.44,0.148,38.43,-3.37,224.49,-4.0,67,62.6,BTC-USD,2021_default,btc_quick
130,SMA,44,SMA,True,True,True,3.0,1.25,True,4.0,False,14,2.5,D,2021-04-14,2026-04-03,81,687.56,140.53,7875.57,38.44,3.656,False,18.52,2.766,4.73,0.169,40.01,-3.29,167.89,-4.0,48,59.3,BTC-USD,2021_default,btc_quick
130,SMA,30,SMA,True,True,True,4.0,2.0,True,4.0,False,14,2.5,D,2021-04-14,2026-04-03,108,947.61,193.69,10476.12,53.97,3.589,False,15.74,2.527,4.58,0.15,48.13,-3.56,224.49,-4.0,75,69.4,BTC-USD,2021_default,btc_quick
100,SMA,30,SMA,True,True,True,3.0,1.25,True,6.0,False,14,2.5,D,2021-04-14,2026-04-03,135,1156.9,234.23,12568.98,66.42,3.526,False,20.0,2.185,4.19,0.148,38.64,-4.42,168.37,-6.0,65,48.1,BTC-USD,2021_default,btc_quick
160,SMA,44,SMA,True,True,True,2.0,2.0,True,4.0,False,14,2.5,D,2021-04-14,2026-04-03,92,805.85,165.17,9058.47,46.89,3.522,False,18.48,2.501,4.21,0.179,37.95,-3.44,111.92,-4.0,58,63.0,BTC-USD,2021_default,btc_quick
130,SMA,60,SMA,True,True,True,2.0,2.0,True,6.0,False,14,2.5,D,2021-04-14,2026-04-03,68,826.84,169.0,9268.35,48.41,3.491,False,23.53,2.439,5.48,0.217,39.51,-4.98,104.41,-6.0,37,54.4,BTC-USD,2021_default,btc_quick
100,SMA,60,SMA,True,True,True,2.0,1.25,True,6.0,False,14,2.5,D,2021-04-14,2026-04-03,93,978.86,198.19,10788.59,56.91,3.482,False,22.58,2.277,4.34,0.192,34.24,-4.39,104.41,-6.0,38,40.9,BTC-USD,2021_default,btc_quick
100,SMA,30,SMA,True,True,True,2.0,2.0,True,4.0,False,14,2.5,D,2021-04-14,2026-04-03,135,872.73,176.7,9727.31,50.8,3.478,False,17.78,2.061,3.07,0.153,33.49,-3.51,112.25,-4.0,89,65.9,BTC-USD,2021_default,btc_quick
130,SMA,30,SMA,True,True,True,3.0,1.25,True,9.0,False,14,2.5,D,2021-04-14,2026-04-03,107,959.62,196.14,10596.19,56.52,3.47,False,25.23,2.165,4.6,0.163,33.86,-5.28,168.37,-9.0,31,29.0,BTC-USD,2021_default,btc_quick
100,SMA,30,SMA,True,True,True,3.0,1.0,True,6.0,False,14,2.5,D,2021-04-14,2026-04-03,135,1090.31,220.75,11903.08,63.92,3.453,False,20.74,2.234,4.09,0.146,35.71,-4.18,168.37,-6.0,57,42.2,BTC-USD,2021_default,btc_quick
100,SMA,60,SMA,True,True,True,4.0,1.0,True,12.0,False,14,2.5,D,2021-04-14,2026-04-03,93,1277.88,258.73,13778.76,75.09,3.445,False,22.58,2.43,7.56,0.178,56.86,-6.82,208.81,-12.0,23,24.7,BTC-USD,2021_default,btc_quick
130,SMA,44,SMA,True,True,True,3.0,2.0,True,4.0,False,14,2.5,D,2021-04-14,2026-04-03,81,727.31,148.66,8273.07,43.36,3.429,False,17.28,2.726,5.03,0.172,45.97,-3.52,167.89,-4.0,54,66.7,BTC-USD,2021_default,btc_quick
160,SMA,44,SMA,True,True,True,3.0,1.25,True,12.0,False,14,2.5,D,2021-04-14,2026-04-03,92,988.46,202.6,10884.64,59.23,3.421,False,22.83,2.362,5.7,0.174,43.35,-5.43,167.89,-12.0,15,16.3,BTC-USD,2021_default,btc_quick
130,SMA,60,SMA,True,True,True,2.0,1.25,True,6.0,False,14,2.5,D,2021-04-14,2026-04-03,68,784.07,160.26,8840.73,47.02,3.408,False,25.0,2.489,5.11,0.219,34.15,-4.57,104.41,-6.0,30,44.1,BTC-USD,2021_default,btc_quick
130,SMA,30,SMA,True,True,True,3.0,1.0,True,9.0,False,14,2.5,D,2021-04-14,2026-04-03,107,914.95,187.01,10149.51,55.31,3.381,False,25.23,2.215,4.48,0.16,32.36,-4.93,168.37,-9.0,28,26.2,BTC-USD,2021_default,btc_quick
130,SMA,60,SMA,True,True,True,2.0,1.0,True,9.0,False,14,2.5,D,2021-04-14,2026-04-03,68,849.03,173.54,9490.34,51.36,3.379,False,27.94,2.499,5.19,0.225,30.98,-4.81,104.41,-9.0,11,16.2,BTC-USD,2021_default,btc_quick
100,SMA,30,SMA,True,True,True,2.0,1.25,True,4.0,False,14,2.5,D,2021-04-14,2026-04-03,135,864.89,175.11,9648.91,51.94,3.371,False,19.26,2.139,2.93,0.152,28.6,-3.19,112.25,-4.0,73,54.1,BTC-USD,2021_default,btc_quick
130,SMA,60,SMA,True,True,True,2.0,1.25,True,12.0,False,14,2.5,D,2021-04-14,2026-04-03,68,847.45,173.21,9474.52,51.39,3.371,False,27.94,2.385,5.34,0.224,32.88,-5.34,104.41,-12.0,6,8.8,BTC-USD,2021_default,btc_quick
100,SMA,60,SMA,True,True,True,3.0,1.0,True,9.0,False,14,2.5,D,2021-04-14,2026-04-03,93,1106.16,223.96,12061.59,66.91,3.347,False,22.58,2.339,5.76,0.179,44.58,-5.56,156.61,-9.0,24,25.8,BTC-USD,2021_default,btc_quick
160,SMA,44,SMA,True,True,True,4.0,1.0,True,6.0,False,14,2.5,D,2021-04-14,2026-04-03,92,1260.21,258.3,13602.09,77.51,3.333,False,19.57,2.813,6.21,0.169,49.27,-4.26,223.85,-6.0,38,41.3,BTC-USD,2021_default,btc_quick
100,SMA,60,SMA,True,True,True,3.0,1.25,True,9.0,False,14,2.5,D,2021-04-14,2026-04-03,93,1120.36,226.84,12203.63,68.88,3.293,False,22.58,2.274,5.88,0.181,46.52,-5.97,156.61,-9.0,31,33.3,BTC-USD,2021_default,btc_quick
100,SMA,60,SMA,True,True,True,4.0,1.25,True,12.0,False,14,2.5,D,2021-04-14,2026-04-03,93,1251.85,253.46,13518.54,76.96,3.293,False,22.58,2.359,7.65,0.179,58.8,-7.27,208.81,-12.0,24,25.8,BTC-USD,2021_default,btc_quick
130,SMA,60,SMA,True,True,True,2.0,1.25,True,9.0,False,14,2.5,D,2021-04-14,2026-04-03,68,845.45,172.8,9454.46,52.92,3.265,False,27.94,2.377,5.32,0.224,32.88,-5.36,104.41,-9.0,15,22.1,BTC-USD,2021_default,btc_quick
130,SMA,44,SMA,True,True,True,3.0,1.0,True,4.0,False,14,2.5,D,2021-04-14,2026-04-03,81,582.1,118.98,6820.95,36.86,3.228,False,18.52,2.722,4.47,0.162,38.15,-3.19,167.89,-4.0,45,55.6,BTC-USD,2021_default,btc_quick
130,SMA,30,SMA,True,True,True,3.0,2.0,True,6.0,False,14,2.5,D,2021-04-14,2026-04-03,107,824.24,168.47,9242.41,52.8,3.191,False,20.56,2.15,4.39,0.157,39.91,-4.8,168.37,-6.0,60,56.1,BTC-USD,2021_default,btc_quick
130,SMA,60,SMA,True,True,True,2.0,1.0,True,12.0,False,14,2.5,D,2021-04-14,2026-04-03,68,776.54,158.72,8765.4,49.78,3.188,False,27.94,2.429,5.09,0.22,30.98,-4.95,104.41,-12.0,6,8.8,BTC-USD,2021_default,btc_quick
130,SMA,30,SMA,True,True,True,4.0,1.25,True,12.0,False,14,2.5,D,2021-04-14,2026-04-03,107,1022.44,208.98,11224.42,66.11,3.161,False,25.23,2.218,5.91,0.159,42.64,-6.49,224.49,-12.0,28,26.2,BTC-USD,2021_default,btc_quick
100,SMA,60,SMA,True,True,True,2.0,1.0,True,6.0,False,14,2.5,D,2021-04-14,2026-04-03,93,835.67,169.19,9356.65,54.66,3.096,False,22.58,2.273,4.09,0.186,32.3,-4.14,104.41,-6.0,32,34.4,BTC-USD,2021_default,btc_quick
130,SMA,30,SMA,True,True,True,4.0,1.0,True,4.0,False,14,2.5,D,2021-04-14,2026-04-03,107,733.73,149.97,8337.26,50.08,2.995,False,18.69,2.579,4.19,0.141,36.61,-3.26,224.49,-4.0,63,58.9,BTC-USD,2021_default,btc_quick
160,SMA,60,SMA,True,True,True,4.0,1.25,True,9.0,False,14,2.5,D,2021-04-14,2026-04-03,79,1056.03,216.45,11560.26,73.16,2.958,False,20.25,2.453,7.61,0.184,63.44,-6.57,201.61,-9.0,32,40.5,BTC-USD,2021_default,btc_quick
130,SMA,30,SMA,True,True,True,2.0,1.0,True,4.0,False,14,2.5,D,2021-04-14,2026-04-03,107,559.24,114.3,6592.36,38.71,2.953,False,21.5,2.203,2.89,0.158,24.62,-3.06,112.25,-4.0,54,50.5,BTC-USD,2021_default,btc_quick
130,SMA,30,SMA,True,True,True,3.0,1.0,True,6.0,False,14,2.5,D,2021-04-14,2026-04-03,107,712.85,145.7,8128.51,49.71,2.931,False,22.43,2.246,4.03,0.15,32.39,-4.17,168.37,-6.0,45,42.1,BTC-USD,2021_default,btc_quick
160,SMA,44,SMA,True,True,True,2.0,1.0,True,9.0,False,14,2.5,D,2021-04-14,2026-04-03,92,626.23,128.36,7262.34,43.99,2.918,False,22.83,2.257,3.81,0.172,29.96,-3.93,111.92,-9.0,12,13.0,BTC-USD,2021_default,btc_quick
130,SMA,30,SMA,True,True,True,3.0,2.0,True,9.0,False,14,2.5,D,2021-04-14,2026-04-03,107,867.49,177.31,9674.93,60.91,2.911,False,23.36,2.034,4.76,0.162,40.09,-6.01,168.37,-9.0,41,38.3,BTC-USD,2021_default,btc_quick
130,SMA,30,SMA,True,True,True,3.0,1.25,True,6.0,False,14,2.5,D,2021-04-14,2026-04-03,107,741.11,151.48,8411.06,52.09,2.908,False,21.5,2.19,4.13,0.152,35.36,-4.42,168.37,-6.0,51,47.7,BTC-USD,2021_default,btc_quick
130,SMA,30,SMA,True,True,True,2.0,2.0,True,6.0,False,14,2.5,D,2021-04-14,2026-04-03,107,642.02,131.22,7420.22,46.63,2.814,False,22.43,1.993,3.36,0.163,30.03,-4.36,112.25,-6.0,49,45.8,BTC-USD,2021_default,btc_quick
130,SMA,30,SMA,True,True,True,4.0,1.0,True,12.0,False,14,2.5,D,2021-04-14,2026-04-03,107,890.16,181.94,9901.62,65.17,2.792,False,25.23,2.227,5.72,0.155,41.14,-6.24,224.49,-12.0,28,26.2,BTC-USD,2021_default,btc_quick
100,SMA,30,SMA,True,True,True,3.0,2.0,True,6.0,False,14,2.5,D,2021-04-14,2026-04-03,135,904.42,183.11,10044.16,67.0,2.733,False,18.52,2.052,4.14,0.144,43.62,-4.83,168.37,-6.0,74,54.8,BTC-USD,2021_default,btc_quick
160,SMA,44,SMA,True,True,True,3.0,2.0,True,9.0,False,14,2.5,D,2021-04-14,2026-04-03,92,863.96,177.08,9639.55,64.83,2.732,False,21.74,2.233,5.81,0.171,48.42,-6.02,167.89,-9.0,34,37.0,BTC-USD,2021_default,btc_quick
100,SMA,30,SMA,True,True,True,2.0,1.0,True,4.0,False,14,2.5,D,2021-04-14,2026-04-03,135,703.77,142.49,8037.72,52.32,2.724,False,19.26,2.113,2.75,0.145,27.1,-3.06,112.25,-4.0,70,51.9,BTC-USD,2021_default,btc_quick
160,SMA,60,SMA,True,True,True,4.0,1.0,True,12.0,False,14,2.5,D,2021-04-14,2026-04-03,79,1009.81,206.98,11098.12,76.49,2.706,False,21.52,2.41,7.66,0.184,60.82,-6.92,201.61,-12.0,21,26.6,BTC-USD,2021_default,btc_quick
160,SMA,44,SMA,True,True,True,3.0,2.0,True,12.0,False,14,2.5,D,2021-04-14,2026-04-03,92,855.43,175.34,9554.34,66.35,2.643,False,22.83,2.177,5.94,0.173,48.13,-6.54,167.89,-12.0,21,22.8,BTC-USD,2021_default,btc_quick
160,SMA,44,SMA,True,True,True,2.0,1.25,True,9.0,False,14,2.5,D,2021-04-14,2026-04-03,92,606.72,124.36,7067.24,47.12,2.639,False,22.83,2.165,3.88,0.17,31.56,-4.31,111.92,-9.0,16,17.4,BTC-USD,2021_default,btc_quick
130,SMA,30,SMA,True,True,True,2.0,1.0,True,6.0,False,14,2.5,D,2021-04-14,2026-04-03,107,552.59,112.95,6525.93,43.14,2.618,False,24.3,2.071,3.0,0.157,23.85,-3.7,112.25,-6.0,34,31.8,BTC-USD,2021_default,btc_quick
160,SMA,60,SMA,True,True,True,3.0,1.25,True,6.0,False,14,2.5,D,2021-04-14,2026-04-03,79,802.64,164.51,9026.37,62.91,2.615,False,18.99,2.405,5.65,0.181,50.92,-4.96,151.21,-6.0,41,51.9,BTC-USD,2021_default,btc_quick
160,SMA,30,SMA,True,True,True,3.0,1.0,True,6.0,False,14,2.5,D,2021-04-14,2026-04-03,119,767.39,157.29,8673.93,60.91,2.582,False,20.17,2.189,3.96,0.146,36.11,-4.17,162.82,-6.0,49,41.2,BTC-USD,2021_default,btc_quick
130,SMA,30,SMA,True,True,True,2.0,1.25,True,6.0,False,14,2.5,D,2021-04-14,2026-04-03,107,575.28,117.58,6752.77,45.83,2.566,False,23.36,2.02,3.1,0.159,26.24,-3.96,112.25,-6.0,40,37.4,BTC-USD,2021_default,btc_quick
