slow_ma_len,slow_ma_type,fast_ma_len,fast_ma_type,allow_longs,allow_shorts,use_fast_ma,leverage_long,leverage_short,sl_enable,sl_risk_pct,signal_tf,period_start,period_end,trades,pl_pct,ann_return,end_capital,max_dd,calmar,liq_risk,win_rate,profit_factor,expectancy,sharpe_trade,avg_win,avg_loss,max_win,max_loss,sl_hits,sl_hit_rate,ticker,period_name,mode
100,SMA,44,SMA,True,False,True,4.0,1.0,True,12.0,D,2021-04-14,2026-04-03,29,647.25,145.21,7472.5,39.26,3.699,False,31.03,3.693,15.75,0.261,69.58,-8.48,223.85,-12.0,11,37.9,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,False,True,4.0,1.25,True,12.0,D,2021-04-14,2026-04-03,29,647.25,145.21,7472.5,39.26,3.699,False,31.03,3.693,15.75,0.261,69.58,-8.48,223.85,-12.0,11,37.9,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,False,True,4.0,2.0,True,12.0,D,2021-04-14,2026-04-03,29,647.25,145.21,7472.5,39.26,3.699,False,31.03,3.693,15.75,0.261,69.58,-8.48,223.85,-12.0,11,37.9,BTC-USD,2021_default,quick
160,SMA,60,SMA,True,True,True,3.0,1.0,True,6.0,D,2021-04-14,2026-04-03,79,1084.17,222.22,11841.7,60.19,3.692,False,20.25,2.602,5.97,0.193,47.91,-4.68,151.21,-6.0,34,43.0,BTC-USD,2021_default,quick
130,SMA,30,SMA,True,True,True,4.0,1.25,True,4.0,D,2021-04-14,2026-04-03,107,922.72,188.6,10227.21,51.4,3.669,False,18.69,2.619,4.44,0.148,38.43,-3.37,224.49,-4.0,67,62.6,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,False,True,3.0,1.0,True,9.0,D,2021-04-14,2026-04-03,29,497.68,111.66,5976.82,30.51,3.66,False,31.03,3.693,11.81,0.261,52.19,-6.36,167.89,-9.0,11,37.9,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,False,True,3.0,1.25,True,9.0,D,2021-04-14,2026-04-03,29,497.68,111.66,5976.82,30.51,3.66,False,31.03,3.693,11.81,0.261,52.19,-6.36,167.89,-9.0,11,37.9,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,False,True,3.0,2.0,True,9.0,D,2021-04-14,2026-04-03,29,497.68,111.66,5976.82,30.51,3.66,False,31.03,3.693,11.81,0.261,52.19,-6.36,167.89,-9.0,11,37.9,BTC-USD,2021_default,quick
160,SMA,44,SMA,True,True,True,4.0,1.0,False,2.0,D,2021-04-14,2026-04-03,92,1266.85,259.66,13668.5,70.96,3.659,False,23.91,2.576,7.56,0.176,51.69,-6.31,223.85,-34.73,0,0.0,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,True,True,3.0,1.25,True,4.0,D,2021-04-14,2026-04-03,81,687.56,140.53,7875.57,38.44,3.656,False,18.52,2.766,4.73,0.169,40.01,-3.29,167.89,-4.0,48,59.3,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,True,True,2.0,1.25,False,2.0,D,2021-04-14,2026-04-03,68,911.36,186.28,10113.61,51.42,3.622,False,29.41,2.44,5.44,0.228,31.33,-5.35,104.41,-17.36,0,0.0,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,2.0,1.0,True,4.0,D,2021-04-14,2026-04-03,27,283.34,63.57,3833.38,17.66,3.6,False,29.63,4.441,7.77,0.261,33.84,-3.21,111.92,-4.0,12,44.4,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,2.0,1.25,True,4.0,D,2021-04-14,2026-04-03,27,283.34,63.57,3833.38,17.66,3.6,False,29.63,4.441,7.77,0.261,33.84,-3.21,111.92,-4.0,12,44.4,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,2.0,2.0,True,4.0,D,2021-04-14,2026-04-03,27,283.34,63.57,3833.38,17.66,3.6,False,29.63,4.441,7.77,0.261,33.84,-3.21,111.92,-4.0,12,44.4,BTC-USD,2021_default,quick
130,SMA,30,SMA,True,True,True,4.0,2.0,True,4.0,D,2021-04-14,2026-04-03,108,947.61,193.69,10476.12,53.97,3.589,False,15.74,2.527,4.58,0.15,48.13,-3.56,224.49,-4.0,75,69.4,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,3.0,1.0,True,12.0,D,2021-04-14,2026-04-03,27,703.14,157.75,8031.4,43.96,3.589,False,33.33,4.483,13.85,0.297,53.46,-5.96,167.89,-12.0,5,18.5,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,3.0,1.25,True,12.0,D,2021-04-14,2026-04-03,27,703.14,157.75,8031.4,43.96,3.589,False,33.33,4.483,13.85,0.297,53.46,-5.96,167.89,-12.0,5,18.5,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,3.0,2.0,True,12.0,D,2021-04-14,2026-04-03,27,703.14,157.75,8031.4,43.96,3.589,False,33.33,4.483,13.85,0.297,53.46,-5.96,167.89,-12.0,5,18.5,BTC-USD,2021_default,quick
100,SMA,30,SMA,True,True,True,3.0,1.25,True,6.0,D,2021-04-14,2026-04-03,135,1156.9,234.23,12568.98,66.42,3.526,False,20.0,2.185,4.19,0.148,38.64,-4.42,168.37,-6.0,65,48.1,BTC-USD,2021_default,quick
160,SMA,44,SMA,True,True,True,2.0,2.0,True,4.0,D,2021-04-14,2026-04-03,92,805.85,165.17,9058.47,46.89,3.522,False,18.48,2.501,4.21,0.179,37.95,-3.44,111.92,-4.0,58,63.0,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,2.0,1.0,True,9.0,D,2021-04-14,2026-04-03,27,432.7,97.08,5326.97,27.72,3.502,False,33.33,4.737,9.37,0.302,35.64,-3.76,111.92,-9.0,3,11.1,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,2.0,1.25,True,9.0,D,2021-04-14,2026-04-03,27,432.7,97.08,5326.97,27.72,3.502,False,33.33,4.737,9.37,0.302,35.64,-3.76,111.92,-9.0,3,11.1,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,2.0,2.0,True,9.0,D,2021-04-14,2026-04-03,27,432.7,97.08,5326.97,27.72,3.502,False,33.33,4.737,9.37,0.302,35.64,-3.76,111.92,-9.0,3,11.1,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,True,True,2.0,2.0,True,6.0,D,2021-04-14,2026-04-03,68,826.84,169.0,9268.35,48.41,3.491,False,23.53,2.439,5.48,0.217,39.51,-4.98,104.41,-6.0,37,54.4,BTC-USD,2021_default,quick
100,SMA,60,SMA,True,True,True,2.0,1.25,True,6.0,D,2021-04-14,2026-04-03,93,978.86,198.19,10788.59,56.91,3.482,False,22.58,2.277,4.34,0.192,34.24,-4.39,104.41,-6.0,38,40.9,BTC-USD,2021_default,quick
100,SMA,30,SMA,True,True,True,2.0,2.0,True,4.0,D,2021-04-14,2026-04-03,135,872.73,176.7,9727.31,50.8,3.478,False,17.78,2.061,3.07,0.153,33.49,-3.51,112.25,-4.0,89,65.9,BTC-USD,2021_default,quick
130,SMA,30,SMA,True,True,True,3.0,1.25,True,9.0,D,2021-04-14,2026-04-03,107,959.62,196.14,10596.19,56.52,3.47,False,25.23,2.165,4.6,0.163,33.86,-5.28,168.37,-9.0,31,29.0,BTC-USD,2021_default,quick
100,SMA,30,SMA,True,True,True,3.0,1.0,True,6.0,D,2021-04-14,2026-04-03,135,1090.31,220.75,11903.08,63.92,3.453,False,20.74,2.234,4.09,0.146,35.71,-4.18,168.37,-6.0,57,42.2,BTC-USD,2021_default,quick
100,SMA,60,SMA,True,True,True,4.0,1.0,True,12.0,D,2021-04-14,2026-04-03,93,1277.88,258.73,13778.76,75.09,3.445,False,22.58,2.43,7.56,0.178,56.86,-6.82,208.81,-12.0,23,24.7,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,False,True,4.0,1.0,True,9.0,D,2021-04-14,2026-04-03,30,574.71,128.94,6747.13,37.6,3.43,False,26.67,3.689,14.75,0.249,75.86,-7.48,223.85,-9.0,15,50.0,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,False,True,4.0,1.25,True,9.0,D,2021-04-14,2026-04-03,30,574.71,128.94,6747.13,37.6,3.43,False,26.67,3.689,14.75,0.249,75.86,-7.48,223.85,-9.0,15,50.0,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,False,True,4.0,2.0,True,9.0,D,2021-04-14,2026-04-03,30,574.71,128.94,6747.13,37.6,3.43,False,26.67,3.689,14.75,0.249,75.86,-7.48,223.85,-9.0,15,50.0,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,True,True,2.0,1.0,False,2.0,D,2021-04-14,2026-04-03,68,835.67,170.8,9356.65,49.82,3.429,False,29.41,2.489,5.19,0.224,29.53,-4.94,104.41,-17.36,0,0.0,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,True,True,3.0,2.0,True,4.0,D,2021-04-14,2026-04-03,81,727.31,148.66,8273.07,43.36,3.429,False,17.28,2.726,5.03,0.172,45.97,-3.52,167.89,-4.0,54,66.7,BTC-USD,2021_default,quick
160,SMA,44,SMA,True,True,True,3.0,1.25,True,12.0,D,2021-04-14,2026-04-03,92,988.46,202.6,10884.64,59.23,3.421,False,22.83,2.362,5.7,0.174,43.35,-5.43,167.89,-12.0,15,16.3,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,True,True,2.0,1.25,True,6.0,D,2021-04-14,2026-04-03,68,784.07,160.26,8840.73,47.02,3.408,False,25.0,2.489,5.11,0.219,34.15,-4.57,104.41,-6.0,30,44.1,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,False,True,2.0,1.0,True,6.0,D,2021-04-14,2026-04-03,29,318.76,71.52,4187.63,21.03,3.4,False,31.03,3.693,7.87,0.261,34.79,-4.24,111.92,-6.0,11,37.9,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,False,True,2.0,1.25,True,6.0,D,2021-04-14,2026-04-03,29,318.76,71.52,4187.63,21.03,3.4,False,31.03,3.693,7.87,0.261,34.79,-4.24,111.92,-6.0,11,37.9,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,False,True,2.0,2.0,True,6.0,D,2021-04-14,2026-04-03,29,318.76,71.52,4187.63,21.03,3.4,False,31.03,3.693,7.87,0.261,34.79,-4.24,111.92,-6.0,11,37.9,BTC-USD,2021_default,quick
160,SMA,44,SMA,True,True,True,3.0,1.0,False,2.0,D,2021-04-14,2026-04-03,92,1013.57,207.75,11135.68,61.14,3.398,False,23.91,2.44,5.69,0.175,40.29,-5.19,167.89,-26.05,0,0.0,BTC-USD,2021_default,quick
130,SMA,30,SMA,True,True,True,3.0,1.0,True,9.0,D,2021-04-14,2026-04-03,107,914.95,187.01,10149.51,55.31,3.381,False,25.23,2.215,4.48,0.16,32.36,-4.93,168.37,-9.0,28,26.2,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,True,True,2.0,1.0,True,9.0,D,2021-04-14,2026-04-03,68,849.03,173.54,9490.34,51.36,3.379,False,27.94,2.499,5.19,0.225,30.98,-4.81,104.41,-9.0,11,16.2,BTC-USD,2021_default,quick
100,SMA,30,SMA,True,True,True,2.0,1.25,True,4.0,D,2021-04-14,2026-04-03,135,864.89,175.11,9648.91,51.94,3.371,False,19.26,2.139,2.93,0.152,28.6,-3.19,112.25,-4.0,73,54.1,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,True,True,2.0,1.25,True,12.0,D,2021-04-14,2026-04-03,68,847.45,173.21,9474.52,51.39,3.371,False,27.94,2.385,5.34,0.224,32.88,-5.34,104.41,-12.0,6,8.8,BTC-USD,2021_default,quick
100,SMA,60,SMA,True,True,True,3.0,1.0,True,9.0,D,2021-04-14,2026-04-03,93,1106.16,223.96,12061.59,66.91,3.347,False,22.58,2.339,5.76,0.179,44.58,-5.56,156.61,-9.0,24,25.8,BTC-USD,2021_default,quick
160,SMA,44,SMA,True,True,True,4.0,1.0,True,6.0,D,2021-04-14,2026-04-03,92,1260.21,258.3,13602.09,77.51,3.333,False,19.57,2.813,6.21,0.169,49.27,-4.26,223.85,-6.0,38,41.3,BTC-USD,2021_default,quick
100,SMA,60,SMA,True,True,True,3.0,1.25,True,9.0,D,2021-04-14,2026-04-03,93,1120.36,226.84,12203.63,68.88,3.293,False,22.58,2.274,5.88,0.181,46.52,-5.97,156.61,-9.0,31,33.3,BTC-USD,2021_default,quick
100,SMA,60,SMA,True,True,True,4.0,1.25,True,12.0,D,2021-04-14,2026-04-03,93,1251.85,253.46,13518.54,76.96,3.293,False,22.58,2.359,7.65,0.179,58.8,-7.27,208.81,-12.0,24,25.8,BTC-USD,2021_default,quick
160,SMA,44,SMA,True,True,True,4.0,1.25,False,2.0,D,2021-04-14,2026-04-03,92,1159.77,237.71,12597.67,72.32,3.287,False,23.91,2.472,7.58,0.175,53.22,-6.77,223.85,-34.73,0,0.0,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,True,True,2.0,1.25,True,9.0,D,2021-04-14,2026-04-03,68,845.45,172.8,9454.46,52.92,3.265,False,27.94,2.377,5.32,0.224,32.88,-5.36,104.41,-9.0,15,22.1,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,False,True,4.0,1.0,True,9.0,D,2021-04-14,2026-04-03,24,615.3,137.96,7153.03,42.32,3.26,False,25.0,3.808,17.36,0.288,94.18,-8.24,208.81,-9.0,14,58.3,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,False,True,4.0,1.25,True,9.0,D,2021-04-14,2026-04-03,24,615.3,137.96,7153.03,42.32,3.26,False,25.0,3.808,17.36,0.288,94.18,-8.24,208.81,-9.0,14,58.3,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,False,True,4.0,2.0,True,9.0,D,2021-04-14,2026-04-03,24,615.3,137.96,7153.03,42.32,3.26,False,25.0,3.808,17.36,0.288,94.18,-8.24,208.81,-9.0,14,58.3,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,True,True,3.0,1.0,True,4.0,D,2021-04-14,2026-04-03,81,582.1,118.98,6820.95,36.86,3.228,False,18.52,2.722,4.47,0.162,38.15,-3.19,167.89,-4.0,45,55.6,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,False,True,3.0,1.0,False,2.0,D,2021-04-14,2026-04-03,29,437.51,98.16,5375.07,30.46,3.222,False,31.03,3.528,11.61,0.255,52.19,-6.66,167.89,-27.81,0,0.0,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,False,True,3.0,1.25,False,2.0,D,2021-04-14,2026-04-03,29,437.51,98.16,5375.07,30.46,3.222,False,31.03,3.528,11.61,0.255,52.19,-6.66,167.89,-27.81,0,0.0,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,False,True,3.0,2.0,False,2.0,D,2021-04-14,2026-04-03,29,437.51,98.16,5375.07,30.46,3.222,False,31.03,3.528,11.61,0.255,52.19,-6.66,167.89,-27.81,0,0.0,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,2.0,1.0,True,12.0,D,2021-04-14,2026-04-03,27,409.27,91.82,5092.7,28.54,3.217,False,33.33,4.475,9.23,0.297,35.64,-3.98,111.92,-12.0,2,7.4,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,2.0,1.25,True,12.0,D,2021-04-14,2026-04-03,27,409.27,91.82,5092.7,28.54,3.217,False,33.33,4.475,9.23,0.297,35.64,-3.98,111.92,-12.0,2,7.4,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,2.0,2.0,True,12.0,D,2021-04-14,2026-04-03,27,409.27,91.82,5092.7,28.54,3.217,False,33.33,4.475,9.23,0.297,35.64,-3.98,111.92,-12.0,2,7.4,BTC-USD,2021_default,quick
130,SMA,30,SMA,True,True,True,3.0,2.0,True,6.0,D,2021-04-14,2026-04-03,107,824.24,168.47,9242.41,52.8,3.191,False,20.56,2.15,4.39,0.157,39.91,-4.8,168.37,-6.0,60,56.1,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,True,True,2.0,1.0,True,12.0,D,2021-04-14,2026-04-03,68,776.54,158.72,8765.4,49.78,3.188,False,27.94,2.429,5.09,0.22,30.98,-4.95,104.41,-12.0,6,8.8,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,False,True,4.0,1.0,True,4.0,D,2021-04-14,2026-04-03,30,445.12,100.48,5451.17,31.65,3.174,False,13.33,4.791,12.8,0.227,121.35,-3.9,223.85,-4.0,25,83.3,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,False,True,4.0,1.25,True,4.0,D,2021-04-14,2026-04-03,30,445.12,100.48,5451.17,31.65,3.174,False,13.33,4.791,12.8,0.227,121.35,-3.9,223.85,-4.0,25,83.3,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,False,True,4.0,2.0,True,4.0,D,2021-04-14,2026-04-03,30,445.12,100.48,5451.17,31.65,3.174,False,13.33,4.791,12.8,0.227,121.35,-3.9,223.85,-4.0,25,83.3,BTC-USD,2021_default,quick
130,SMA,30,SMA,True,True,True,4.0,1.25,True,12.0,D,2021-04-14,2026-04-03,107,1022.44,208.98,11224.42,66.11,3.161,False,25.23,2.218,5.91,0.159,42.64,-6.49,224.49,-12.0,28,26.2,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,False,True,2.0,1.0,False,2.0,D,2021-04-14,2026-04-03,29,294.97,66.18,3949.67,20.97,3.156,False,31.03,3.528,7.74,0.255,34.79,-4.44,111.92,-18.54,0,0.0,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,False,True,2.0,1.25,False,2.0,D,2021-04-14,2026-04-03,29,294.97,66.18,3949.67,20.97,3.156,False,31.03,3.528,7.74,0.255,34.79,-4.44,111.92,-18.54,0,0.0,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,False,True,2.0,2.0,False,2.0,D,2021-04-14,2026-04-03,29,294.97,66.18,3949.67,20.97,3.156,False,31.03,3.528,7.74,0.255,34.79,-4.44,111.92,-18.54,0,0.0,BTC-USD,2021_default,quick
100,SMA,60,SMA,True,True,True,2.0,1.0,True,6.0,D,2021-04-14,2026-04-03,93,835.67,169.19,9356.65,54.66,3.096,False,22.58,2.273,4.09,0.186,32.3,-4.14,104.41,-6.0,32,34.4,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,False,True,3.0,1.0,True,12.0,D,2021-04-14,2026-04-03,29,492.16,110.42,5921.56,35.72,3.091,False,31.03,3.691,11.81,0.261,52.19,-6.36,167.89,-12.0,6,20.7,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,False,True,3.0,1.25,True,12.0,D,2021-04-14,2026-04-03,29,492.16,110.42,5921.56,35.72,3.091,False,31.03,3.691,11.81,0.261,52.19,-6.36,167.89,-12.0,6,20.7,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,False,True,3.0,2.0,True,12.0,D,2021-04-14,2026-04-03,29,492.16,110.42,5921.56,35.72,3.091,False,31.03,3.691,11.81,0.261,52.19,-6.36,167.89,-12.0,6,20.7,BTC-USD,2021_default,quick
100,SMA,60,SMA,True,False,True,3.0,1.0,True,4.0,D,2021-04-14,2026-04-03,27,376.61,85.02,4766.13,27.86,3.051,False,18.52,4.237,10.55,0.253,74.57,-4.0,156.61,-4.0,22,81.5,BTC-USD,2021_default,quick
100,SMA,60,SMA,True,False,True,3.0,1.25,True,4.0,D,2021-04-14,2026-04-03,27,376.61,85.02,4766.13,27.86,3.051,False,18.52,4.237,10.55,0.253,74.57,-4.0,156.61,-4.0,22,81.5,BTC-USD,2021_default,quick
100,SMA,60,SMA,True,False,True,3.0,2.0,True,4.0,D,2021-04-14,2026-04-03,27,376.61,85.02,4766.13,27.86,3.051,False,18.52,4.237,10.55,0.253,74.57,-4.0,156.61,-4.0,22,81.5,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,False,True,4.0,1.0,False,2.0,D,2021-04-14,2026-04-03,29,529.65,118.83,6296.54,39.33,3.021,False,31.03,3.528,15.47,0.255,69.58,-8.88,223.85,-37.08,0,0.0,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,False,True,4.0,1.25,False,2.0,D,2021-04-14,2026-04-03,29,529.65,118.83,6296.54,39.33,3.021,False,31.03,3.528,15.47,0.255,69.58,-8.88,223.85,-37.08,0,0.0,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,False,True,4.0,2.0,False,2.0,D,2021-04-14,2026-04-03,29,529.65,118.83,6296.54,39.33,3.021,False,31.03,3.528,15.47,0.255,69.58,-8.88,223.85,-37.08,0,0.0,BTC-USD,2021_default,quick
160,SMA,44,SMA,True,True,True,3.0,1.25,False,2.0,D,2021-04-14,2026-04-03,92,926.33,189.87,10263.28,62.96,3.016,False,23.91,2.327,5.7,0.173,41.81,-5.65,167.89,-26.05,0,0.0,BTC-USD,2021_default,quick
130,SMA,30,SMA,True,True,True,4.0,1.0,True,4.0,D,2021-04-14,2026-04-03,107,733.73,149.97,8337.26,50.08,2.995,False,18.69,2.579,4.19,0.141,36.61,-3.26,224.49,-4.0,63,58.9,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,True,True,2.0,2.0,False,2.0,D,2021-04-14,2026-04-03,107,982.53,198.93,10825.31,66.51,2.991,False,24.3,2.046,4.51,0.176,36.34,-5.7,111.92,-20.48,0,0.0,BTC-USD,2021_default,quick
160,SMA,60,SMA,True,True,True,4.0,1.25,True,9.0,D,2021-04-14,2026-04-03,79,1056.03,216.45,11560.26,73.16,2.958,False,20.25,2.453,7.61,0.184,63.44,-6.57,201.61,-9.0,32,40.5,BTC-USD,2021_default,quick
130,SMA,30,SMA,True,True,True,2.0,1.0,True,4.0,D,2021-04-14,2026-04-03,107,559.24,114.3,6592.36,38.71,2.953,False,21.5,2.203,2.89,0.158,24.62,-3.06,112.25,-4.0,54,50.5,BTC-USD,2021_default,quick
130,SMA,30,SMA,True,True,True,3.0,1.0,True,6.0,D,2021-04-14,2026-04-03,107,712.85,145.7,8128.51,49.71,2.931,False,22.43,2.246,4.03,0.15,32.39,-4.17,168.37,-6.0,45,42.1,BTC-USD,2021_default,quick
160,SMA,44,SMA,True,True,True,2.0,1.0,True,9.0,D,2021-04-14,2026-04-03,92,626.23,128.36,7262.34,43.99,2.918,False,22.83,2.257,3.81,0.172,29.96,-3.93,111.92,-9.0,12,13.0,BTC-USD,2021_default,quick
130,SMA,30,SMA,True,True,True,3.0,2.0,True,9.0,D,2021-04-14,2026-04-03,107,867.49,177.31,9674.93,60.91,2.911,False,23.36,2.034,4.76,0.162,40.09,-6.01,168.37,-9.0,41,38.3,BTC-USD,2021_default,quick
130,SMA,30,SMA,True,True,True,3.0,1.25,True,6.0,D,2021-04-14,2026-04-03,107,741.11,151.48,8411.06,52.09,2.908,False,21.5,2.19,4.13,0.152,35.36,-4.42,168.37,-6.0,51,47.7,BTC-USD,2021_default,quick
130,SMA,30,SMA,True,True,True,2.0,2.0,True,6.0,D,2021-04-14,2026-04-03,107,642.02,131.22,7420.22,46.63,2.814,False,22.43,1.993,3.36,0.163,30.03,-4.36,112.25,-6.0,49,45.8,BTC-USD,2021_default,quick
130,SMA,30,SMA,True,True,True,4.0,1.0,True,12.0,D,2021-04-14,2026-04-03,107,890.16,181.94,9901.62,65.17,2.792,False,25.23,2.227,5.72,0.155,41.14,-6.24,224.49,-12.0,28,26.2,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,False,True,2.0,1.0,True,9.0,D,2021-04-14,2026-04-03,29,305.19,68.47,4051.89,24.58,2.785,False,31.03,3.581,7.78,0.257,34.79,-4.37,111.92,-9.0,5,17.2,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,False,True,2.0,1.25,True,9.0,D,2021-04-14,2026-04-03,29,305.19,68.47,4051.89,24.58,2.785,False,31.03,3.581,7.78,0.257,34.79,-4.37,111.92,-9.0,5,17.2,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,False,True,2.0,2.0,True,9.0,D,2021-04-14,2026-04-03,29,305.19,68.47,4051.89,24.58,2.785,False,31.03,3.581,7.78,0.257,34.79,-4.37,111.92,-9.0,5,17.2,BTC-USD,2021_default,quick
130,SMA,30,SMA,True,True,True,2.0,2.0,False,2.0,D,2021-04-14,2026-04-03,107,716.89,146.53,8168.93,53.26,2.751,False,27.1,1.936,3.66,0.169,27.96,-5.37,112.25,-24.78,0,0.0,BTC-USD,2021_default,quick
100,SMA,30,SMA,True,True,True,3.0,2.0,True,6.0,D,2021-04-14,2026-04-03,135,904.42,183.11,10044.16,67.0,2.733,False,18.52,2.052,4.14,0.144,43.62,-4.83,168.37,-6.0,74,54.8,BTC-USD,2021_default,quick
160,SMA,44,SMA,True,True,True,3.0,2.0,True,9.0,D,2021-04-14,2026-04-03,92,863.96,177.08,9639.55,64.83,2.732,False,21.74,2.233,5.81,0.171,48.42,-6.02,167.89,-9.0,34,37.0,BTC-USD,2021_default,quick
100,SMA,30,SMA,True,True,True,2.0,1.0,True,4.0,D,2021-04-14,2026-04-03,135,703.77,142.49,8037.72,52.32,2.724,False,19.26,2.113,2.75,0.145,27.1,-3.06,112.25,-4.0,70,51.9,BTC-USD,2021_default,quick
160,SMA,60,SMA,True,True,True,4.0,1.0,True,12.0,D,2021-04-14,2026-04-03,79,1009.81,206.98,11098.12,76.49,2.706,False,21.52,2.41,7.66,0.184,60.82,-6.92,201.61,-12.0,21,26.6,BTC-USD,2021_default,quick
160,SMA,44,SMA,True,True,True,3.0,2.0,True,12.0,D,2021-04-14,2026-04-03,92,855.43,175.34,9554.34,66.35,2.643,False,22.83,2.177,5.94,0.173,48.13,-6.54,167.89,-12.0,21,22.8,BTC-USD,2021_default,quick
160,SMA,44,SMA,True,True,True,2.0,1.25,True,9.0,D,2021-04-14,2026-04-03,92,606.72,124.36,7067.24,47.12,2.639,False,22.83,2.165,3.88,0.17,31.56,-4.31,111.92,-9.0,16,17.4,BTC-USD,2021_default,quick
130,SMA,30,SMA,True,True,True,2.0,1.0,True,6.0,D,2021-04-14,2026-04-03,107,552.59,112.95,6525.93,43.14,2.618,False,24.3,2.071,3.0,0.157,23.85,-3.7,112.25,-6.0,34,31.8,BTC-USD,2021_default,quick
160,SMA,60,SMA,True,True,True,3.0,1.25,True,6.0,D,2021-04-14,2026-04-03,79,802.64,164.51,9026.37,62.91,2.615,False,18.99,2.405,5.65,0.181,50.92,-4.96,151.21,-6.0,41,51.9,BTC-USD,2021_default,quick
160,SMA,30,SMA,True,True,True,3.0,1.0,True,6.0,D,2021-04-14,2026-04-03,119,767.39,157.29,8673.93,60.91,2.582,False,20.17,2.189,3.96,0.146,36.11,-4.17,162.82,-6.0,49,41.2,BTC-USD,2021_default,quick
130,SMA,30,SMA,True,True,True,2.0,1.25,True,6.0,D,2021-04-14,2026-04-03,107,575.28,117.58,6752.77,45.83,2.566,False,23.36,2.02,3.1,0.159,26.24,-3.96,112.25,-6.0,40,37.4,BTC-USD,2021_default,quick
160,SMA,44,SMA,True,True,True,2.0,1.25,True,6.0,D,2021-04-14,2026-04-03,92,612.99,125.64,7129.93,48.96,2.566,False,21.74,2.236,3.82,0.17,31.81,-3.95,111.92,-6.0,32,34.8,BTC-USD,2021_default,quick
160,SMA,44,SMA,True,True,True,2.0,1.0,False,2.0,D,2021-04-14,2026-04-03,92,613.1,125.67,7131.02,49.04,2.563,False,23.91,2.231,3.81,0.171,28.89,-4.07,111.92,-17.36,0,0.0,BTC-USD,2021_default,quick
100,SMA,30,SMA,True,True,True,3.0,1.25,True,4.0,D,2021-04-14,2026-04-03,135,740.91,150.01,8409.11,58.62,2.559,False,17.04,2.233,3.38,0.135,35.93,-3.3,168.37,-4.0,81,60.0,BTC-USD,2021_default,quick
