slow_ma_len,slow_ma_type,fast_ma_len,fast_ma_type,allow_longs,allow_shorts,use_fast_ma,leverage_long,leverage_short,sl_enable,sl_risk_pct,atr_sl_enable,atr_sl_len,atr_sl_mult,signal_tf,period_start,period_end,trades,pl_pct,ann_return,end_capital,max_dd,calmar,liq_risk,win_rate,profit_factor,expectancy,sharpe_trade,avg_win,avg_loss,max_win,max_loss,sl_hits,sl_hit_rate,ticker,period_name,mode
130,SMA,44,SMA,True,True,True,4.0,1.25,False,9.0,True,14,2.5,D,2021-04-14,2026-04-03,81,2964.92,606.01,30649.23,59.98,10.103,False,29.63,2.964,9.48,0.212,48.27,-6.86,223.85,-34.73,2,2.5,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,4.0,1.25,False,9.0,True,7,2.5,D,2021-04-14,2026-04-03,81,2962.43,605.5,30624.31,59.98,10.095,False,29.63,2.963,9.48,0.212,48.27,-6.86,223.85,-34.73,2,2.5,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,3.0,2.0,False,9.0,True,20,3.0,D,2021-04-14,2026-04-03,81,2529.76,517.06,26297.57,51.32,10.075,False,29.63,2.675,7.98,0.221,42.98,-6.76,167.89,-26.05,2,2.5,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,2.0,2.0,False,9.0,True,14,1.5,D,2021-04-14,2026-04-03,81,2030.8,415.08,21307.95,41.32,10.045,False,29.63,2.72,6.17,0.235,32.91,-5.09,111.92,-14.54,10,12.3,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,4.0,1.25,False,9.0,True,20,2.5,D,2021-04-14,2026-04-03,81,2939.09,600.73,30390.93,59.98,10.015,False,29.63,2.959,9.47,0.211,48.27,-6.87,223.85,-34.73,2,2.5,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,4.0,1.25,False,9.0,True,28,2.5,D,2021-04-14,2026-04-03,81,2907.79,594.33,30077.88,59.98,9.909,False,29.63,2.952,9.46,0.211,48.27,-6.88,223.85,-34.73,2,2.5,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,3.0,1.0,False,9.0,True,7,2.0,D,2021-04-14,2026-04-03,81,2350.4,480.4,24503.96,48.6,9.884,False,29.63,3.029,7.26,0.216,36.6,-5.09,167.89,-26.05,3,3.7,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,3.0,1.25,False,9.0,True,10,2.0,D,2021-04-14,2026-04-03,81,2446.84,500.12,25468.38,50.94,9.818,False,29.63,2.924,7.45,0.219,38.2,-5.5,167.89,-28.74,4,4.9,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,4.0,1.25,False,9.0,True,20,2.0,D,2021-04-14,2026-04-03,81,2876.05,587.84,29760.48,60.01,9.795,False,29.63,2.944,9.44,0.211,48.27,-6.91,223.85,-34.78,6,7.4,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,4.0,1.25,False,9.0,True,14,2.0,D,2021-04-14,2026-04-03,81,2888.91,590.47,29889.09,60.83,9.707,False,29.63,2.947,9.45,0.211,48.27,-6.9,223.85,-36.12,6,7.4,BTC-USD,2021_default,atr_quick
