min_calmar,mean_calmar,n_positive,n_periods,slow_ma_len,slow_ma_type,fast_ma_len,fast_ma_type,allow_longs,allow_shorts,use_fast_ma,leverage_long,leverage_short,sl_enable,sl_risk_pct,atr_sl_enable,atr_sl_len,atr_sl_mult,signal_tf,calmar_btc_p1_bull_2017,ann_btc_p1_bull_2017,maxdd_btc_p1_bull_2017,trades_btc_p1_bull_2017,calmar_btc_p2_bear_2018,ann_btc_p2_bear_2018,maxdd_btc_p2_bear_2018,trades_btc_p2_bear_2018,calmar_btc_p3_sideways_2019,ann_btc_p3_sideways_2019,maxdd_btc_p3_sideways_2019,trades_btc_p3_sideways_2019,calmar_btc_p4_bull_2020_2021,ann_btc_p4_bull_2020_2021,maxdd_btc_p4_bull_2020_2021,trades_btc_p4_bull_2020_2021,calmar_btc_p5_bear_2022,ann_btc_p5_bear_2022,maxdd_btc_p5_bear_2022,trades_btc_p5_bear_2022,calmar_btc_p6_bull_2023_2024,ann_btc_p6_bull_2023_2024,maxdd_btc_p6_bull_2023_2024,trades_btc_p6_bull_2023_2024,calmar_btc_p7_current_2025,ann_btc_p7_current_2025,maxdd_btc_p7_current_2025,trades_btc_p7_current_2025
-1.05,4.679857142857143,6,7,160,SMA,44,SMA,True,True,True,4.0,2.0,True,8.0,False,14,2.5,D,-1.05,-46.41,44.22,8,8.921,197.44,22.13,18,7.855,282.74,36.0,14,4.87,338.54,69.51,27,1.847,44.9,24.31,16,10.172,681.71,67.02,39,0.144,6.36,44.22,26
-0.094,23.419857142857136,5,7,160,SMA,60,SMA,True,True,True,2.0,1.25,True,12.0,False,14,2.5,D,146.145,1974.66,13.51,8,0.724,22.84,31.55,16,4.712,113.57,24.1,14,9.872,498.87,50.53,18,-0.094,-3.61,38.52,13,2.635,162.93,61.84,36,-0.055,-2.46,44.74,20
-0.094,12.495285714285716,5,7,160,SMA,60,SMA,True,True,True,3.0,0.5,True,6.0,False,14,2.5,D,40.469,563.2,13.92,8,1.528,20.42,13.36,16,6.688,181.95,27.21,14,28.198,988.97,35.07,18,-0.03,-0.57,18.77,13,10.708,585.99,54.72,36,-0.094,-2.7,28.87,20
-0.145,6.113142857142857,5,7,100,SMA,44,SMA,True,True,True,2.0,0.5,True,6.0,False,14,2.5,D,23.397,454.62,19.43,14,0.002,0.04,20.62,22,-0.145,-4.17,28.72,17,8.553,256.78,30.02,37,0.129,2.2,17.02,17,10.928,435.54,39.86,41,-0.072,-1.82,25.25,33
-0.148,23.40885714285714,5,7,160,SMA,60,SMA,True,True,True,2.0,1.0,True,12.0,False,14,2.5,D,146.145,1974.66,13.51,8,0.349,10.89,31.18,16,4.666,115.79,24.82,14,9.823,492.58,50.15,18,-0.084,-2.78,33.09,13,3.111,184.36,59.27,36,-0.148,-6.47,43.83,20
-0.154,4.002428571428572,5,7,100,SMA,44,SMA,True,True,True,4.0,1.0,True,9.0,False,14,2.5,D,0.902,47.41,52.58,16,-0.154,-5.25,34.1,22,-0.018,-0.79,42.94,17,5.463,315.05,57.67,38,0.273,8.01,29.36,17,21.536,1406.14,65.29,41,0.015,0.63,41.58,33
-0.185,36.506571428571434,5,7,130,SMA,30,SMA,True,True,True,3.0,1.25,True,6.0,False,14,2.5,D,234.069,2724.57,11.64,10,-0.134,-4.73,35.15,21,0.985,28.0,28.43,16,11.446,574.08,50.15,32,2.721,60.26,22.15,20,6.644,346.11,52.09,46,-0.185,-6.56,35.5,33
-0.187,5.9841428571428565,5,7,100,SMA,44,SMA,True,True,True,3.0,1.0,True,9.0,False,14,2.5,D,20.372,640.18,31.43,14,0.421,13.16,31.24,22,-0.187,-7.9,42.27,17,8.313,346.46,41.68,37,0.288,8.37,29.1,17,12.685,728.35,57.42,41,-0.003,-0.12,36.6,33
-0.189,11.082857142857142,5,7,160,SMA,60,SMA,True,True,True,4.0,1.0,True,9.0,False,14,2.5,D,34.506,691.32,20.03,8,1.875,39.21,20.91,16,5.26,197.13,37.47,14,26.355,1283.72,48.71,18,-0.042,-1.35,32.04,13,9.815,700.38,71.36,36,-0.189,-7.82,41.43,20
-0.2,18.636285714285716,5,7,130,SMA,30,SMA,True,True,True,2.0,1.25,True,6.0,False,14,2.5,D,104.967,1221.82,11.64,10,-0.068,-2.38,35.15,21,9.616,247.19,25.71,16,10.411,448.62,43.09,32,2.721,60.26,22.15,20,3.007,137.83,45.83,46,-0.2,-7.19,36.05,33
-0.201,29.328714285714284,5,7,130,SMA,30,SMA,True,True,True,2.0,0.5,True,4.0,False,14,2.5,D,184.367,1445.43,7.84,10,-0.162,-3.9,24.02,21,0.755,14.96,19.81,16,12.078,360.08,29.81,32,1.334,18.06,13.54,20,7.13,251.96,35.34,46,-0.201,-4.4,21.87,33
-0.207,13.29757142857143,5,7,160,SMA,60,SMA,True,True,True,4.0,0.5,True,8.0,False,14,2.5,D,40.569,741.1,18.27,8,1.025,16.92,16.5,16,6.203,219.17,35.33,14,30.297,1337.52,44.15,18,-0.153,-3.22,21.07,13,15.349,983.26,64.06,36,-0.207,-7.2,34.8,20
-0.213,20.902857142857147,5,7,130,SMA,30,SMA,True,True,True,2.0,2.0,True,9.0,False,14,2.5,D,121.835,2094.34,17.19,10,-0.098,-4.74,48.32,21,10.614,295.09,27.8,16,9.339,482.44,51.66,32,3.497,110.98,31.74,20,1.346,73.27,54.43,46,-0.213,-10.35,48.58,33
-0.215,7.724285714285714,5,7,100,SMA,60,SMA,True,True,True,3.0,1.25,True,6.0,False,14,2.5,D,11.826,314.67,26.61,15,-0.108,-4.17,38.63,20,-0.215,-6.94,32.36,17,32.161,905.57,28.16,29,0.696,24.47,35.15,14,8.948,561.76,62.78,38,0.762,25.56,33.53,27
-0.215,19.069714285714287,5,7,130,SMA,44,SMA,True,True,True,2.0,0.5,True,8.0,False,14,2.5,D,110.127,1641.93,14.91,9,-0.215,-6.37,29.6,17,5.83,158.35,27.16,12,5.598,219.82,39.26,22,0.524,8.44,16.1,14,11.63,357.52,30.74,36,-0.006,-0.16,25.4,25
-0.225,20.690571428571428,5,7,100,SMA,30,SMA,True,True,True,2.0,1.25,True,6.0,False,14,2.5,D,114.277,2505.54,21.93,15,-0.044,-1.69,38.42,25,2.223,56.44,25.39,20,24.436,717.08,29.35,44,1.951,52.81,27.06,23,2.216,132.54,59.83,52,-0.225,-8.47,37.7,40
-0.258,6.7948571428571425,5,7,100,SMA,60,SMA,True,True,True,2.0,0.5,True,4.0,False,14,2.5,D,13.321,245.93,18.46,15,-0.022,-0.43,19.05,19,-0.258,-5.4,20.93,17,25.923,572.39,22.08,29,0.12,2.46,20.46,14,8.02,359.2,44.79,38,0.46,9.37,20.36,27
-0.26,37.90857142857143,5,7,130,SMA,30,SMA,True,True,True,4.0,2.0,True,9.0,False,14,2.5,D,231.886,3986.12,17.19,10,-0.209,-10.08,48.32,21,0.733,27.85,37.99,16,25.041,1559.29,62.27,32,3.236,102.69,31.74,20,4.933,330.78,67.06,46,-0.26,-13.15,50.63,33
-0.265,6.218714285714285,5,7,100,SMA,44,SMA,True,True,True,4.0,1.25,True,12.0,False,14,2.5,D,19.781,791.85,40.03,14,0.184,7.23,39.26,22,-0.265,-13.75,51.83,17,7.232,386.91,53.5,37,0.128,4.58,35.8,17,16.577,1119.57,67.54,41,-0.106,-4.85,45.69,33
-0.291,22.33185714285714,5,7,130,SMA,30,SMA,True,True,True,3.0,2.0,True,9.0,False,14,2.5,D,125.349,2154.74,17.19,10,-0.137,-6.63,48.32,21,10.645,387.26,36.38,16,14.631,842.42,57.58,32,3.236,102.69,31.74,20,2.89,176.04,60.91,46,-0.291,-15.14,52.09,33
-0.32,25.783142857142852,5,7,100,SMA,30,SMA,True,True,True,3.0,2.0,True,9.0,False,14,2.5,D,159.011,4996.92,31.43,15,-0.12,-6.32,52.85,25,2.213,80.13,36.22,20,15.446,962.74,62.33,44,2.356,89.97,38.19,23,1.896,144.06,76.0,52,-0.32,-17.41,54.32,40
-0.324,4.054571428571429,5,7,100,SMA,60,SMA,True,True,True,4.0,2.0,True,9.0,False,14,2.5,D,10.46,353.36,33.78,15,-0.2,-10.66,53.4,20,-0.324,-14.47,44.63,17,9.63,607.83,63.12,29,0.724,35.0,48.32,14,7.517,589.6,78.44,38,0.575,27.45,47.78,27
-0.33,17.01242857142857,5,7,160,SMA,60,SMA,True,True,True,2.0,1.0,True,9.0,False,14,2.5,D,100.204,1722.51,17.19,8,1.032,24.3,23.55,16,5.707,124.33,21.78,14,9.552,436.07,45.65,18,-0.0,-0.01,31.07,13,2.922,176.95,60.55,36,-0.33,-14.48,43.87,20
-0.33,6.436142857142857,5,7,160,SMA,44,SMA,True,True,True,4.0,0.5,True,9.0,False,14,2.5,D,7.102,219.05,30.84,8,1.951,35.71,18.3,18,6.649,255.02,38.36,14,7.242,434.61,60.02,27,-0.054,-1.02,18.81,16,22.493,1190.54,52.93,39,-0.33,-13.27,40.19,26
-0.332,5.144285714285714,5,7,100,SMA,30,SMA,True,True,True,3.0,1.25,True,6.0,False,14,2.5,D,3.707,194.3,52.41,17,-0.292,-11.65,39.87,25,3.726,95.76,25.7,20,21.868,1000.58,45.76,46,1.933,52.56,27.19,23,5.4,358.68,66.42,52,-0.332,-14.59,44.01,40
-0.333,17.638428571428573,5,7,100,SMA,30,SMA,True,True,True,2.0,1.25,True,12.0,False,14,2.5,D,95.986,3842.37,40.03,14,-0.17,-6.04,35.6,25,9.703,329.7,33.98,20,15.927,722.51,45.36,44,1.055,34.63,32.82,23,1.301,82.38,63.3,52,-0.333,-13.64,41.02,40
-0.347,21.38571428571429,5,7,130,SMA,30,SMA,True,True,True,2.0,1.0,True,9.0,False,14,2.5,D,127.043,2183.88,17.19,10,-0.347,-15.94,45.95,21,8.246,229.24,27.8,16,11.289,522.14,46.25,32,1.336,35.67,26.7,20,2.467,118.18,47.91,46,-0.334,-11.7,34.98,33
-0.348,26.559714285714286,5,7,130,SMA,30,SMA,True,True,True,3.0,1.25,True,8.0,False,14,2.5,D,155.061,2381.73,15.36,10,-0.016,-0.71,44.22,21,0.435,14.59,33.54,16,23.191,1087.81,46.91,32,1.967,52.23,26.55,20,5.628,298.63,53.06,46,-0.348,-14.26,40.97,33
-0.35,7.284857142857143,5,7,160,SMA,60,SMA,True,True,True,3.0,1.0,True,9.0,False,14,2.5,D,23.575,455.56,19.32,8,1.425,31.67,22.23,16,4.435,148.39,33.46,14,16.127,785.51,48.71,18,-0.022,-0.68,31.55,13,5.804,394.17,67.92,36,-0.35,-15.74,44.91,20
-0.359,26.437571428571424,5,7,130,SMA,30,SMA,True,True,True,3.0,1.0,True,8.0,False,14,2.5,D,156.659,2406.29,15.36,10,-0.322,-13.82,42.91,21,0.278,9.32,33.54,16,21.373,999.24,46.75,32,1.307,33.56,25.67,20,6.127,317.11,51.76,46,-0.359,-12.43,34.6,33
-0.359,11.339142857142859,5,7,160,SMA,60,SMA,True,True,True,4.0,0.5,True,9.0,False,14,2.5,D,34.506,691.32,20.03,8,0.701,12.82,18.3,16,6.26,220.05,35.15,14,25.76,1243.18,48.26,18,-0.192,-4.21,21.92,13,12.698,856.15,67.43,36,-0.359,-13.49,37.59,20
-0.363,18.683714285714284,5,7,100,SMA,44,SMA,True,True,True,3.0,1.25,True,12.0,False,14,2.5,D,114.662,4589.98,40.03,14,0.435,16.35,37.55,22,-0.363,-18.61,51.27,17,5.313,277.26,52.18,37,0.484,15.46,31.95,17,10.362,633.53,61.14,41,-0.107,-4.29,40.07,33
-0.366,45.36314285714286,5,7,130,SMA,30,SMA,True,True,True,4.0,1.0,True,8.0,False,14,2.5,D,289.147,4441.3,15.36,10,-0.322,-13.82,42.91,21,0.396,14.36,36.27,16,17.502,912.3,52.12,32,1.307,33.56,25.67,20,9.878,581.87,58.91,46,-0.366,-14.58,39.87,33
-0.369,4.235714285714286,5,7,100,SMA,30,SMA,True,True,True,4.0,2.0,True,8.0,False,14,2.5,D,3.209,202.91,63.23,17,-0.12,-5.94,49.3,25,3.942,132.63,33.64,20,14.768,1035.66,70.13,46,3.116,108.54,34.83,23,5.104,398.3,78.04,52,-0.369,-20.84,56.54,40
-0.378,18.82971428571429,5,7,100,SMA,30,SMA,True,True,True,2.0,1.0,True,9.0,False,14,2.5,D,117.263,3684.98,31.43,15,-0.138,-4.18,30.26,25,1.724,47.76,27.7,20,10.276,504.14,49.06,44,1.037,28.33,27.33,23,2.024,119.76,59.17,52,-0.378,-14.36,37.93,40
-0.382,45.352999999999994,5,7,130,SMA,30,SMA,True,True,True,4.0,1.25,True,8.0,False,14,2.5,D,286.254,4396.86,15.36,10,-0.016,-0.71,44.22,21,0.549,19.93,36.27,16,19.933,993.97,49.87,32,1.967,52.23,26.55,20,9.166,550.1,60.02,46,-0.382,-16.35,42.83,33
-0.383,21.48185714285714,5,7,130,SMA,30,SMA,True,True,True,2.0,1.25,True,9.0,False,14,2.5,D,125.741,2161.49,17.19,10,-0.127,-6.07,47.74,21,8.824,245.32,27.8,16,12.299,570.78,46.41,32,1.795,51.9,28.92,20,2.224,109.68,49.32,46,-0.383,-16.07,41.95,33
-0.388,22.169999999999998,5,7,100,SMA,44,SMA,True,True,True,3.0,1.0,True,12.0,False,14,2.5,D,137.516,4940.6,35.93,14,0.03,1.1,36.06,22,-0.388,-19.2,49.52,17,5.345,281.63,52.69,37,0.309,8.54,27.58,17,12.592,727.31,57.76,41,-0.214,-8.41,39.24,33
-0.389,3.839714285714286,5,7,100,SMA,30,SMA,True,True,True,4.0,2.0,True,9.0,False,14,2.5,D,2.302,155.98,67.75,17,-0.376,-20.51,54.55,25,3.127,114.07,36.48,20,16.397,1228.44,74.92,45,2.341,89.66,38.3,23,3.476,283.52,81.55,52,-0.389,-22.61,58.09,40
-0.39,20.398,5,7,100,SMA,30,SMA,True,True,True,2.0,1.0,True,12.0,False,14,2.5,D,115.158,4137.34,35.93,14,-0.299,-10.1,33.82,25,9.865,319.52,32.39,20,16.108,713.11,44.27,44,0.689,20.47,29.73,23,1.655,99.45,60.11,52,-0.39,-15.11,38.72,40
-0.39,3.1691428571428566,5,7,130,SMA,44,SMA,True,True,True,2.0,1.25,True,4.0,False,14,2.5,D,-0.078,-1.44,18.46,9,3.884,84.37,21.72,17,-0.39,-9.39,24.11,12,3.771,134.71,35.72,22,2.081,38.42,18.46,14,11.682,330.01,28.25,36,1.234,28.57,23.15,25
-0.411,28.74085714285715,5,7,130,SMA,60,SMA,True,True,True,3.0,1.0,True,12.0,False,14,2.5,D,149.979,3820.32,25.47,9,-0.411,-19.75,48.06,15,22.074,337.37,15.28,12,23.296,844.56,36.25,13,0.458,14.1,30.77,11,5.823,374.09,64.24,33,-0.033,-1.17,35.08,19
-0.416,23.20928571428571,5,7,130,SMA,30,SMA,True,True,True,3.0,1.0,True,9.0,False,14,2.5,D,130.7,2246.74,17.19,10,-0.383,-17.61,45.95,21,8.406,305.79,36.38,16,18.353,908.5,49.5,32,1.14,30.44,26.7,20,4.665,258.03,55.31,46,-0.416,-16.39,39.42,33
-0.417,24.984857142857145,5,7,130,SMA,30,SMA,True,True,True,2.0,1.0,True,8.0,False,14,2.5,D,148.845,2286.27,15.36,10,-0.226,-9.71,42.91,21,9.162,240.11,26.21,16,13.338,568.35,42.61,32,1.46,37.48,25.67,20,2.732,126.65,46.35,46,-0.417,-15.79,37.83,33
-0.421,40.379714285714286,5,7,130,SMA,30,SMA,True,True,True,4.0,1.25,True,9.0,False,14,2.5,D,239.149,4110.97,17.19,10,-0.237,-11.34,47.74,21,0.311,11.8,37.99,16,35.281,1823.29,51.68,32,1.591,46.01,28.92,20,6.984,442.53,63.36,46,-0.421,-18.64,44.26,33
-0.423,6.111857142857143,5,7,100,SMA,60,SMA,True,True,True,4.0,1.25,True,9.0,False,14,2.5,D,10.46,353.36,33.78,15,-0.084,-3.28,39.02,19,-0.423,-17.95,42.47,17,22.301,983.69,44.11,29,0.013,0.55,43.08,14,10.227,765.95,74.89,38,0.289,11.82,40.96,27
-0.428,18.97071428571428,5,7,130,SMA,30,SMA,True,True,True,2.0,0.5,True,6.0,False,14,2.5,D,108.347,1261.16,11.64,10,-0.428,-13.35,31.19,21,7.758,199.43,25.71,16,12.189,448.06,36.76,32,0.694,11.65,16.79,20,4.659,186.39,40.01,46,-0.424,-10.58,24.94,33
-0.433,14.87957142857143,5,7,160,SMA,30,SMA,True,True,True,2.0,1.25,True,6.0,False,14,2.5,D,88.308,1027.9,11.64,9,-0.201,-6.45,32.04,22,6.399,167.24,26.14,18,6.531,378.21,57.91,37,1.856,40.94,22.06,22,1.697,99.35,58.55,50,-0.433,-19.9,45.95,34
-0.433,7.212714285714285,5,7,160,SMA,60,SMA,True,True,True,4.0,1.25,True,12.0,False,14,2.5,D,22.305,562.53,25.22,8,1.183,33.37,28.22,16,3.91,167.12,42.74,14,16.397,979.71,59.75,18,-0.124,-4.9,39.39,13,7.251,565.43,77.98,36,-0.433,-24.3,56.06,20
-0.437,3.837142857142857,5,7,100,SMA,30,SMA,True,True,True,2.0,0.5,True,4.0,False,14,2.5,D,4.136,160.18,38.73,17,-0.357,-5.97,16.71,25,3.582,57.88,16.16,20,13.112,488.02,37.22,46,0.795,12.71,15.99,23,6.029,286.5,47.52,52,-0.437,-12.41,28.4,40
-0.438,8.577,5,7,160,SMA,60,SMA,True,True,True,3.0,0.5,True,8.0,False,14,2.5,D,27.889,489.2,17.54,8,0.637,10.5,16.5,16,4.436,153.6,34.63,14,18.91,834.8,44.15,18,-0.125,-2.56,20.5,13,8.73,529.17,60.61,36,-0.438,-15.19,34.64,20
-0.445,21.677142857142854,5,7,160,SMA,30,SMA,True,True,True,3.0,2.0,True,8.0,False,14,2.5,D,128.617,1975.55,15.36,9,-0.055,-2.13,38.63,22,8.237,281.32,34.15,18,10.29,727.94,70.74,37,3.046,81.94,26.9,22,2.05,146.62,71.52,50,-0.445,-26.02,58.51,34
-0.446,23.359428571428573,5,7,130,SMA,30,SMA,True,True,True,3.0,1.25,True,9.0,False,14,2.5,D,129.363,2223.74,17.19,10,-0.166,-7.94,47.74,21,8.953,325.67,36.38,16,19.93,989.48,49.65,32,1.591,46.01,28.92,20,4.291,242.51,56.52,46,-0.446,-20.46,45.91,33
-0.449,11.583857142857143,5,7,160,SMA,30,SMA,True,True,True,2.0,2.0,True,12.0,False,14,2.5,D,70.359,1587.31,22.56,9,-0.079,-4.11,51.9,22,4.837,160.18,33.11,18,4.66,321.5,68.99,37,0.989,41.02,41.47,22,0.77,51.3,66.63,50,-0.449,-25.62,57.04,34
-0.45,40.10585714285714,5,7,130,SMA,30,SMA,True,True,True,4.0,1.0,True,9.0,False,14,2.5,D,241.57,4152.59,17.19,10,-0.45,-20.66,45.95,21,0.174,6.61,37.99,16,31.156,1677.92,53.86,32,1.14,30.44,26.7,20,7.516,468.62,62.35,46,-0.365,-14.44,39.61,33
-0.451,19.999571428571432,5,7,160,SMA,30,SMA,True,True,True,2.0,2.0,True,8.0,False,14,2.5,D,124.811,1917.09,15.36,9,-0.097,-3.83,39.68,22,6.991,188.0,26.89,18,4.718,315.59,66.89,37,3.154,83.2,26.38,22,0.871,56.44,64.82,50,-0.451,-26.58,58.93,34
-0.458,6.901142857142857,5,7,160,SMA,30,SMA,True,True,True,3.0,1.25,True,6.0,False,14,2.5,D,17.676,387.56,21.93,9,-0.155,-4.79,30.86,22,10.336,298.15,28.84,18,15.318,931.1,60.78,37,1.768,39.98,22.62,22,3.823,245.85,64.31,50,-0.458,-21.8,47.65,34
-0.459,8.834285714285715,5,7,100,SMA,60,SMA,True,True,True,3.0,2.0,True,4.0,False,14,2.5,D,23.714,437.83,18.46,15,3.802,94.51,24.86,20,-0.459,-13.44,29.29,17,23.121,877.49,37.95,29,5.049,125.48,24.86,14,6.657,322.43,48.44,38,-0.044,-1.64,37.31,27
-0.459,24.95642857142857,5,7,130,SMA,30,SMA,True,True,True,4.0,2.0,True,12.0,False,14,2.5,D,143.629,3240.28,22.56,10,-0.01,-0.6,59.13,21,9.757,446.63,45.77,16,16.029,1117.91,69.74,32,2.101,79.92,38.03,20,3.648,251.22,68.86,46,-0.459,-27.41,59.77,33
-0.461,16.95957142857143,5,7,160,SMA,30,SMA,True,True,True,2.0,2.0,True,9.0,False,14,2.5,D,106.486,1830.49,17.19,9,-0.312,-14.34,45.92,22,6.289,179.06,28.47,18,3.79,268.21,70.76,37,2.2,68.33,31.05,22,0.725,48.2,66.52,50,-0.461,-27.7,60.04,34
-0.465,6.743571428571428,5,7,100,SMA,60,SMA,True,True,True,3.0,1.0,True,9.0,False,14,2.5,D,17.021,564.95,33.19,13,0.071,2.29,32.21,19,-0.465,-16.67,35.87,17,23.561,865.46,36.73,28,-0.098,-3.75,38.12,14,7.044,471.3,66.91,38,0.071,2.69,37.71,27
-0.466,5.071428571428571,5,7,100,SMA,60,SMA,True,True,True,3.0,1.0,True,8.0,False,14,2.5,D,8.409,254.0,30.21,15,0.138,4.27,30.98,19,-0.466,-17.28,37.06,17,20.171,829.8,41.14,29,-0.013,-0.5,37.25,14,7.133,478.97,67.15,38,0.128,4.55,35.63,27
-0.471,24.055857142857143,5,7,160,SMA,60,SMA,True,True,True,3.0,1.25,True,12.0,False,14,2.5,D,146.931,3314.77,22.56,8,0.875,26.13,29.85,16,5.76,172.42,29.93,14,11.347,643.54,56.72,18,-0.109,-4.25,38.96,13,4.058,300.01,73.93,36,-0.471,-27.62,58.58,20
-0.476,14.657714285714288,5,7,130,SMA,30,SMA,True,True,True,2.0,1.25,True,12.0,False,14,2.5,D,83.19,1876.77,22.56,10,-0.476,-26.66,55.98,21,6.528,212.04,32.48,16,10.4,549.1,52.8,32,1.261,42.36,33.59,20,2.037,99.8,49.0,46,-0.336,-13.55,40.28,33
-0.485,7.871142857142857,5,7,160,SMA,30,SMA,True,True,True,4.0,2.0,True,8.0,False,14,2.5,D,17.533,497.25,28.36,9,-0.011,-0.42,37.59,22,11.456,422.3,36.86,18,20.18,1452.35,71.97,37,2.942,80.68,27.42,22,3.483,266.04,76.37,50,-0.485,-29.8,61.39,34
-0.493,4.621,5,7,160,SMA,44,SMA,True,True,True,3.0,0.5,True,9.0,False,14,2.5,D,6.873,181.65,26.43,8,1.284,23.5,18.3,18,4.518,171.24,37.9,14,4.527,266.02,58.76,27,-0.019,-0.35,18.23,16,15.657,709.72,45.33,39,-0.493,-19.43,39.44,26
-0.495,37.70057142857143,5,7,130,SMA,30,SMA,True,True,True,3.0,0.5,True,6.0,False,14,2.5,D,241.271,2808.39,11.64,10,-0.495,-15.44,31.19,21,0.368,10.47,28.43,16,12.853,573.37,44.61,32,0.694,11.65,16.79,20,9.548,448.19,46.94,46,-0.335,-9.98,29.79,33
-0.497,5.3870000000000005,5,7,100,SMA,30,SMA,True,True,True,4.0,1.25,True,8.0,False,14,2.5,D,3.209,202.91,63.23,17,-0.16,-4.89,30.6,25,3.406,109.36,32.11,20,22.863,1373.92,60.09,46,1.225,38.73,31.62,23,7.663,569.6,74.33,52,-0.497,-25.63,51.52,40
-0.497,10.093428571428571,5,7,100,SMA,60,SMA,True,True,True,4.0,2.0,True,4.0,False,14,2.5,D,10.14,311.77,30.75,15,3.802,94.51,24.86,20,-0.497,-15.18,30.57,17,38.098,1445.92,37.95,29,5.049,125.48,24.86,14,14.095,682.74,48.44,38,-0.033,-1.31,39.53,27
-0.498,27.080857142857145,5,7,100,SMA,30,SMA,True,True,True,3.0,1.0,True,9.0,False,14,2.5,D,159.011,4996.92,31.43,15,-0.333,-11.3,33.88,25,1.898,60.97,32.13,20,25.072,1267.18,50.54,44,0.585,17.97,30.72,23,3.831,264.47,69.03,52,-0.498,-22.89,45.95,40
-0.498,17.93585714285714,5,7,160,SMA,30,SMA,True,True,True,3.0,2.0,True,9.0,False,14,2.5,D,107.233,1843.34,17.19,9,-0.285,-12.82,44.99,22,6.973,257.81,36.97,18,8.546,626.91,73.36,37,2.13,67.18,31.54,22,1.452,108.09,74.42,50,-0.498,-31.18,62.67,34
-0.5,7.269,5,7,160,SMA,60,SMA,True,True,True,4.0,1.0,True,12.0,False,14,2.5,D,22.305,562.53,25.22,8,0.787,20.48,26.04,16,3.926,169.91,43.28,14,16.286,967.98,59.44,18,-0.12,-4.08,34.04,13,8.199,627.2,76.49,36,-0.5,-27.21,54.41,20
-0.502,35.431285714285714,5,7,130,SMA,30,SMA,True,True,True,3.0,1.25,True,12.0,False,14,2.5,D,217.448,4905.64,22.56,10,-0.502,-28.13,55.98,21,9.277,344.05,37.09,16,18.372,1050.51,57.18,32,1.151,38.68,33.59,20,2.773,167.33,60.34,46,-0.5,-25.47,50.92,33
-0.502,6.308,5,7,160,SMA,30,SMA,True,True,True,4.0,2.0,True,9.0,False,14,2.5,D,14.406,452.72,31.43,9,-0.256,-11.3,44.05,22,10.174,392.42,38.57,18,15.834,1208.24,76.3,37,2.061,66.03,32.03,22,2.439,193.22,79.23,50,-0.502,-31.67,63.04,34
-0.503,35.77471428571429,5,7,100,SMA,30,SMA,True,True,True,3.0,1.25,True,12.0,False,14,2.5,D,229.208,9175.32,40.03,15,-0.399,-16.45,41.29,25,1.903,67.45,35.44,20,16.928,1029.35,60.81,44,0.807,27.9,34.59,23,2.479,177.23,71.5,52,-0.503,-26.07,51.86,40
-0.503,7.832714285714286,5,7,130,SMA,30,SMA,True,True,True,4.0,1.25,True,6.0,False,14,2.5,D,17.374,522.25,30.06,11,-0.134,-4.73,35.15,21,1.561,45.33,29.03,16,18.502,1024.26,55.36,32,2.721,60.26,22.15,20,15.308,806.89,52.71,46,-0.503,-26.73,53.11,33
-0.505,7.014142857142858,5,7,100,SMA,30,SMA,True,True,True,3.0,1.0,True,8.0,False,14,2.5,D,24.428,961.6,39.36,17,-0.258,-8.25,31.94,25,2.382,71.14,29.87,20,17.64,1064.38,60.34,45,0.74,22.02,29.75,23,4.672,315.04,67.44,52,-0.505,-22.6,44.76,40
-0.511,22.244428571428575,5,7,100,SMA,30,SMA,True,True,True,2.0,0.5,True,6.0,False,14,2.5,D,133.622,2596.41,19.43,15,-0.475,-10.45,22.01,25,2.011,42.82,21.29,20,16.679,621.28,37.25,44,0.237,4.54,19.15,23,4.148,212.2,51.16,52,-0.511,-15.66,30.66,40
-0.516,3.1365714285714286,5,7,130,SMA,44,SMA,True,True,True,2.0,1.0,True,4.0,False,14,2.5,D,-0.078,-1.44,18.46,9,4.182,66.89,15.99,17,-0.516,-11.99,23.23,12,3.783,135.15,35.72,22,1.298,23.97,18.46,14,12.294,342.28,27.84,36,0.993,21.99,22.14,25
-0.517,5.1257142857142854,5,7,100,SMA,30,SMA,True,True,True,4.0,1.25,True,9.0,False,14,2.5,D,2.302,155.98,67.75,17,-0.429,-15.1,35.18,25,2.81,95.56,34.01,20,25.157,1663.54,66.13,45,0.938,31.73,33.82,23,5.619,436.75,77.73,52,-0.517,-27.0,52.21,40
-0.521,14.557000000000002,5,7,130,SMA,30,SMA,True,True,True,2.0,1.0,True,12.0,False,14,2.5,D,84.058,1896.34,22.56,10,-0.521,-27.96,53.7,21,6.081,197.54,32.48,16,9.536,502.13,52.66,32,0.869,27.32,31.45,20,2.265,107.77,47.59,46,-0.389,-14.72,37.84,33
-0.523,17.207285714285714,5,7,160,SMA,60,SMA,True,True,True,2.0,0.5,True,9.0,False,14,2.5,D,100.204,1722.51,17.19,8,0.025,0.55,21.76,16,7.498,141.56,18.88,14,9.321,421.12,45.18,18,-0.14,-2.91,20.8,13,4.066,224.19,55.14,36,-0.523,-19.64,37.58,20
