min_calmar,mean_calmar,n_positive,n_periods,slow_ma_len,slow_ma_type,fast_ma_len,fast_ma_type,allow_longs,allow_shorts,use_fast_ma,leverage_long,leverage_short,sl_enable,sl_risk_pct,atr_sl_enable,atr_sl_len,atr_sl_mult,signal_tf,calmar_btc_p1_bull_2017,ann_btc_p1_bull_2017,maxdd_btc_p1_bull_2017,trades_btc_p1_bull_2017,calmar_btc_p2_bear_2018,ann_btc_p2_bear_2018,maxdd_btc_p2_bear_2018,trades_btc_p2_bear_2018,calmar_btc_p3_sideways_2019,ann_btc_p3_sideways_2019,maxdd_btc_p3_sideways_2019,trades_btc_p3_sideways_2019,calmar_btc_p4_bull_2020_2021,ann_btc_p4_bull_2020_2021,maxdd_btc_p4_bull_2020_2021,trades_btc_p4_bull_2020_2021,calmar_btc_p5_bear_2022,ann_btc_p5_bear_2022,maxdd_btc_p5_bear_2022,trades_btc_p5_bear_2022,calmar_btc_p6_bull_2023_2024,ann_btc_p6_bull_2023_2024,maxdd_btc_p6_bull_2023_2024,trades_btc_p6_bull_2023_2024,calmar_btc_p7_current_2025,ann_btc_p7_current_2025,maxdd_btc_p7_current_2025,trades_btc_p7_current_2025
-0.211,8.501857142857142,6,7,100,SMA,44,SMA,True,True,True,4.0,1.25,True,12.0,False,14,2.5,D,34.678,1104.59,31.85,13,0.184,7.23,39.26,22,-0.211,-10.34,49.0,14,7.232,386.91,53.5,37,0.128,4.58,35.8,17,16.867,1139.15,67.54,40,0.635,24.96,39.33,30
-0.215,8.009428571428572,6,7,100,SMA,60,SMA,True,True,True,2.0,1.0,True,6.0,False,14,2.5,D,24.093,560.56,23.27,12,0.91,22.63,24.85,19,-0.215,-5.13,23.9,16,25.596,614.46,24.01,28,0.364,11.88,32.67,14,4.41,241.02,54.66,38,0.908,27.13,29.89,25
-0.224,32.45971428571429,6,7,130,SMA,30,SMA,True,True,True,3.0,2.0,True,12.0,False,14,2.5,D,195.727,4415.6,22.56,7,0.315,16.88,53.56,20,13.185,488.97,37.09,15,13.782,863.44,62.65,32,2.322,88.33,38.03,20,2.111,134.15,63.55,46,-0.224,-10.47,46.66,30
-0.225,30.65014285714286,6,7,100,SMA,44,SMA,True,True,True,3.0,2.0,True,12.0,False,14,2.5,D,198.407,6319.82,31.85,13,1.62,67.88,41.91,22,-0.225,-11.72,51.98,14,6.005,284.26,47.34,37,0.997,41.33,41.47,17,6.785,457.36,67.41,40,0.962,42.17,43.83,30
-0.232,21.37257142857143,6,7,100,SMA,44,SMA,True,True,True,2.0,1.25,True,9.0,False,14,2.5,D,122.483,3018.33,24.64,13,1.332,41.12,30.88,22,-0.232,-9.35,40.31,14,18.625,618.96,33.23,37,0.806,24.61,30.53,17,5.666,295.89,52.22,40,0.928,28.84,31.09,30
-0.245,15.270999999999999,6,7,130,SMA,60,SMA,True,True,True,4.0,1.25,True,12.0,False,14,2.5,D,48.285,1217.78,25.22,7,-0.245,-12.22,49.97,15,13.866,415.49,29.96,11,32.144,1314.46,40.89,13,0.441,15.42,34.96,11,10.943,732.65,66.95,33,1.463,50.98,34.86,17
-0.246,21.366428571428568,6,7,130,SMA,30,SMA,True,True,True,3.0,1.0,True,9.0,False,14,2.5,D,115.502,1985.47,17.19,7,-0.246,-9.99,40.6,20,10.124,368.3,36.38,15,18.353,908.5,49.5,32,1.14,30.44,26.7,20,4.665,258.03,55.31,46,0.027,0.93,34.98,30
-0.256,3.5129999999999995,6,7,130,SMA,44,SMA,True,True,True,2.0,1.25,True,4.0,False,14,2.5,D,0.192,3.55,18.46,8,3.884,84.37,21.72,17,-0.256,-5.03,19.64,9,3.771,134.71,35.72,22,2.081,38.42,18.46,14,11.914,336.56,28.25,35,3.005,49.4,16.44,22
-0.286,21.565285714285718,6,7,100,SMA,44,SMA,True,True,True,2.0,1.0,True,9.0,False,14,2.5,D,122.483,3018.33,24.64,13,0.78,22.79,29.23,22,-0.286,-11.12,38.88,14,19.626,615.44,31.36,37,0.708,18.05,25.49,17,6.871,336.21,48.93,40,0.775,22.33,28.83,30
-0.311,8.127999999999998,6,7,100,SMA,60,SMA,True,True,True,3.0,1.25,True,9.0,False,14,2.5,D,25.017,830.37,33.19,12,0.436,14.62,33.55,19,-0.311,-10.09,32.43,16,24.996,877.06,35.09,28,0.013,0.55,43.08,14,5.991,412.64,68.88,38,0.754,29.94,39.7,25
-0.328,6.069714285714285,6,7,100,SMA,60,SMA,True,True,True,3.0,1.25,True,8.0,False,14,2.5,D,12.492,377.33,30.21,14,0.537,16.82,31.34,19,-0.328,-11.16,33.97,16,22.432,859.92,38.33,29,0.197,7.99,40.54,14,6.364,435.34,68.41,38,0.794,29.92,37.69,25
-0.331,30.785,6,7,100,SMA,44,SMA,True,True,True,3.0,1.25,True,12.0,False,14,2.5,D,198.407,6319.82,31.85,13,0.435,16.35,37.55,22,-0.331,-16.03,48.4,14,5.313,277.26,52.18,37,0.484,15.46,31.95,17,10.546,644.8,61.14,40,0.641,24.38,38.03,30
-0.335,32.75699999999999,6,7,130,SMA,30,SMA,True,True,True,4.0,1.0,True,9.0,False,14,2.5,D,189.492,3257.36,17.19,7,-0.335,-13.62,40.6,20,0.2,7.6,37.99,15,31.156,1677.92,53.86,32,1.14,30.44,26.7,20,7.516,468.62,62.35,46,0.13,5.13,39.61,30
-0.35,4.901714285714285,6,7,100,SMA,30,SMA,True,True,True,2.0,2.0,True,4.0,False,14,2.5,D,3.173,114.78,36.18,14,3.25,90.55,27.86,24,6.099,116.72,19.14,19,7.688,398.51,51.83,46,10.512,200.85,19.11,23,3.94,200.18,50.8,52,-0.35,-14.09,40.24,37
-0.35,8.317285714285713,6,7,100,SMA,60,SMA,True,True,True,4.0,2.0,True,12.0,False,14,2.5,D,25.226,1061.77,42.09,12,0.631,28.06,44.47,19,-0.35,-15.04,42.91,16,25.888,1118.48,43.21,28,0.11,6.13,55.75,14,5.833,468.6,80.34,38,0.883,45.56,51.61,25
-0.367,10.172428571428572,6,7,100,SMA,60,SMA,True,True,True,3.0,2.0,True,4.0,False,14,2.5,D,32.767,604.97,18.46,14,3.802,94.51,24.86,20,-0.367,-9.68,26.34,16,23.121,877.49,37.95,29,5.049,125.48,24.86,14,6.657,322.43,48.44,38,0.178,6.48,36.34,25
-0.374,36.45914285714286,6,7,130,SMA,60,SMA,True,True,True,2.0,1.0,True,12.0,False,14,2.5,D,203.236,2746.04,13.51,7,-0.374,-17.97,48.06,15,23.529,282.35,12.0,11,23.264,698.92,30.04,13,0.555,17.09,30.77,11,3.919,195.09,49.78,33,1.085,26.31,24.25,17
-0.375,38.39114285714286,6,7,100,SMA,44,SMA,True,True,True,3.0,1.0,True,12.0,False,14,2.5,D,250.135,6801.27,27.19,13,0.03,1.1,36.06,22,-0.375,-17.66,47.16,14,5.345,281.63,52.69,37,0.309,8.54,27.58,17,12.791,738.82,57.76,40,0.503,18.12,35.99,30
-0.395,7.323428571428571,6,7,130,SMA,30,SMA,True,True,True,4.0,1.25,True,6.0,False,14,2.5,D,13.207,338.05,25.6,8,0.052,1.62,31.01,20,1.869,54.27,29.03,15,18.502,1024.26,55.36,32,2.721,60.26,22.15,20,15.308,806.89,52.71,46,-0.395,-17.22,43.54,30
-0.411,69.45414285714286,6,7,130,SMA,60,SMA,True,True,True,3.0,1.0,True,12.0,False,14,2.5,D,429.341,6125.58,14.27,7,-0.411,-19.75,48.06,15,26.934,411.64,15.28,11,23.296,844.56,36.25,13,0.458,14.1,30.77,11,5.823,374.09,64.24,33,0.738,25.35,34.35,17
-0.417,10.697857142857144,6,7,100,SMA,60,SMA,True,True,True,4.0,2.0,True,4.0,False,14,2.5,D,14.084,433.05,30.75,14,3.802,94.51,24.86,20,-0.417,-11.53,27.68,16,38.098,1445.92,37.95,29,5.049,125.48,24.86,14,14.095,682.74,48.44,38,0.174,6.86,39.53,25
-0.448,15.048857142857143,6,7,130,SMA,60,SMA,True,True,True,4.0,1.0,True,12.0,False,14,2.5,D,48.837,1231.7,25.22,7,-0.448,-21.53,48.06,15,13.043,401.27,30.77,11,30.187,1229.24,40.72,13,0.297,9.13,30.77,11,12.139,799.5,65.86,33,1.287,42.95,33.37,17
-0.481,31.414428571428573,6,7,130,SMA,30,SMA,True,True,True,3.0,2.0,True,6.0,False,14,2.5,D,190.95,2222.66,11.64,7,1.649,51.14,31.01,20,1.824,51.84,28.43,15,12.59,634.79,50.42,32,7.213,160.71,22.28,20,6.156,325.0,52.8,46,-0.481,-18.15,37.7,30
-0.486,7.6115714285714295,6,7,130,SMA,30,SMA,True,True,True,4.0,1.0,True,6.0,False,14,2.5,D,13.784,342.68,24.86,8,0.519,16.08,31.01,20,1.592,46.23,29.03,15,17.462,975.59,55.87,32,2.118,43.88,20.72,20,18.292,921.16,50.36,46,-0.486,-20.15,41.48,30
-0.491,3.4417142857142857,6,7,130,SMA,44,SMA,True,True,True,2.0,1.0,True,4.0,False,14,2.5,D,0.192,3.55,18.46,8,4.182,66.89,15.99,17,-0.491,-9.64,19.64,9,3.783,135.15,35.72,22,1.298,23.97,18.46,14,12.513,348.37,27.84,35,2.615,40.72,15.57,22
-0.493,22.99,6,7,100,SMA,30,SMA,True,True,True,2.0,2.0,True,6.0,False,14,2.5,D,138.714,2350.04,16.94,12,1.405,52.8,37.57,24,2.904,79.03,27.22,19,10.855,519.48,47.86,44,5.605,152.39,27.19,23,1.94,117.4,60.52,52,-0.493,-19.84,40.25,37
-0.493,4.300571428571429,6,7,100,SMA,30,SMA,True,True,True,3.0,2.0,True,6.0,False,14,2.5,D,2.436,120.29,49.37,14,0.946,36.94,39.04,24,4.617,127.06,27.52,19,12.184,730.63,59.97,46,5.565,151.98,27.31,23,4.849,324.88,67.0,52,-0.493,-23.53,47.74,37
-0.569,5.816142857142857,6,7,130,SMA,44,SMA,True,True,True,3.0,2.0,True,8.0,False,14,2.5,D,17.557,435.47,24.8,8,4.274,128.63,30.1,17,-0.569,-20.21,35.52,9,4.384,247.97,56.56,22,1.021,34.8,34.09,14,12.004,518.86,43.22,35,2.042,59.1,28.94,22
-0.571,15.145714285714288,6,7,130,SMA,60,SMA,True,True,True,2.0,2.0,True,4.0,False,14,2.5,D,70.263,662.1,9.42,7,6.639,144.22,21.72,15,-0.571,-13.86,24.26,11,16.065,447.59,27.86,13,4.05,87.98,21.72,11,7.073,270.24,38.21,33,2.501,48.26,19.29,17
-0.588,14.25057142857143,6,7,130,SMA,60,SMA,True,True,True,2.0,1.25,True,4.0,False,14,2.5,D,70.263,662.1,9.42,7,2.698,58.61,21.72,15,-0.588,-9.91,16.86,11,15.079,420.11,27.86,13,1.8,39.11,21.72,11,7.337,277.49,37.82,33,3.165,57.44,18.15,17
-0.607,8.179285714285713,6,7,100,SMA,30,SMA,True,True,True,4.0,1.0,True,6.0,False,14,2.5,D,3.728,184.08,49.37,14,0.451,10.92,24.21,24,1.257,35.91,28.56,19,34.349,1846.26,53.75,47,1.344,33.87,25.2,23,16.733,1071.69,64.05,52,-0.607,-31.71,52.26,37
-0.658,19.131000000000004,6,7,130,SMA,30,SMA,True,True,True,2.0,2.0,True,6.0,False,14,2.5,D,97.868,1139.19,11.64,7,1.775,55.04,31.01,20,13.526,347.68,25.71,15,11.452,496.96,43.39,32,7.213,160.71,22.28,20,2.741,127.78,46.63,46,-0.658,-21.12,32.09,30
-0.666,16.96242857142857,6,7,130,SMA,60,SMA,True,True,True,3.0,2.0,True,4.0,False,14,2.5,D,73.87,851.45,11.53,8,6.639,144.22,21.72,15,-0.666,-18.2,27.33,11,26.353,734.21,27.86,13,4.05,87.98,21.72,11,7.012,272.98,38.93,33,1.479,30.2,20.41,17
-0.686,3.814,6,7,130,SMA,44,SMA,True,True,True,3.0,1.25,True,6.0,False,14,2.5,D,0.133,3.53,26.61,8,2.836,67.59,23.83,17,-0.686,-19.34,28.2,9,3.641,168.73,46.35,22,0.788,20.96,26.61,14,17.263,667.06,38.64,35,2.723,56.92,20.9,22
-0.696,6.8395714285714275,6,7,130,SMA,44,SMA,True,True,True,4.0,2.0,True,9.0,False,14,2.5,D,19.326,596.09,30.84,8,3.214,108.68,33.82,17,-0.696,-27.43,39.4,9,6.578,382.81,58.19,22,0.757,28.44,37.6,14,16.316,847.81,51.96,35,2.382,74.93,31.45,22
-0.701,13.921999999999997,6,7,130,SMA,60,SMA,True,True,True,4.0,2.0,True,4.0,False,14,2.5,D,33.842,624.81,18.46,8,6.639,144.22,21.72,15,-0.701,-20.1,28.69,11,37.861,1054.84,27.86,13,4.05,87.98,21.72,11,13.764,546.34,39.69,33,1.999,40.81,20.41,17
-0.712,15.960142857142857,6,7,130,SMA,60,SMA,True,True,True,3.0,1.25,True,4.0,False,14,2.5,D,73.87,851.45,11.53,8,2.698,58.61,21.72,15,-0.712,-14.4,20.23,11,24.813,691.32,27.86,13,1.8,39.11,21.72,11,7.272,280.29,38.54,33,1.98,38.18,19.28,17
-0.713,3.7081428571428576,6,7,130,SMA,44,SMA,True,True,True,3.0,2.0,True,6.0,False,14,2.5,D,0.065,1.72,26.61,8,4.553,141.2,31.01,17,-0.713,-23.18,32.51,9,3.294,160.85,48.83,22,2.211,58.83,26.61,14,15.598,616.78,39.54,35,0.949,23.26,24.5,22
-0.732,13.925714285714283,6,7,130,SMA,60,SMA,True,True,True,2.0,1.0,True,4.0,False,14,2.5,D,70.263,662.1,9.42,7,1.621,35.22,21.72,15,-0.732,-12.34,16.86,11,14.75,410.95,27.86,13,1.127,24.48,21.72,11,7.722,287.38,37.21,33,2.729,47.2,17.3,17
-0.754,12.870857142857144,6,7,130,SMA,60,SMA,True,True,True,4.0,1.25,True,4.0,False,14,2.5,D,33.842,624.81,18.46,8,2.698,58.61,21.72,15,-0.754,-16.37,21.72,11,35.703,994.71,27.86,13,1.8,39.11,21.72,11,14.24,559.83,39.32,33,2.567,49.49,19.28,17
-0.783,8.24,6,7,130,SMA,30,SMA,True,True,True,4.0,2.0,True,6.0,False,14,2.5,D,12.464,331.65,26.61,8,1.649,51.14,31.01,20,2.596,75.39,29.03,15,20.286,1127.85,55.6,32,7.213,160.71,22.28,20,14.255,761.28,53.41,46,-0.783,-37.93,48.44,30
-0.784,6.579000000000001,6,7,100,SMA,30,SMA,True,True,True,4.0,2.0,True,6.0,False,14,2.5,D,3.728,184.08,49.37,14,0.946,36.94,39.04,24,1.894,58.41,30.84,19,22.439,1439.4,64.15,47,5.525,151.56,27.43,23,12.305,825.79,67.11,52,-0.784,-44.65,56.95,37
-0.788,11.371285714285714,6,7,130,SMA,60,SMA,True,True,True,3.0,2.0,True,8.0,False,14,2.5,D,52.046,912.94,17.54,7,1.428,56.21,39.36,15,-0.788,-24.11,30.62,11,17.063,754.46,44.22,13,0.907,35.7,39.36,11,6.645,390.26,58.73,33,2.298,72.7,31.63,17
-0.811,15.15528571428571,6,7,130,SMA,60,SMA,True,True,True,4.0,2.0,True,8.0,False,14,2.5,D,75.023,1370.51,18.27,7,1.428,56.21,39.36,15,-0.811,-25.45,31.37,11,13.657,664.8,48.68,13,0.907,35.7,39.36,11,12.844,787.8,61.33,33,3.039,97.48,32.08,17
-0.827,15.618285714285715,6,7,130,SMA,60,SMA,True,True,True,3.0,1.0,True,4.0,False,14,2.5,D,73.87,851.45,11.53,8,1.621,35.22,21.72,15,-0.827,-16.74,20.23,11,24.3,677.02,27.86,13,1.127,24.48,21.72,11,7.65,290.27,37.94,33,1.587,29.27,18.45,17
-0.829,4.313571428571429,6,7,130,SMA,44,SMA,True,True,True,3.0,1.0,True,6.0,False,14,2.5,D,0.182,4.84,26.61,8,2.016,49.17,24.39,17,-0.829,-23.37,28.2,9,3.623,167.37,46.19,22,1.604,32.93,20.54,14,20.992,747.07,35.59,35,2.607,50.19,19.25,22
-0.852,9.370000000000001,6,7,100,SMA,60,SMA,True,True,True,3.0,1.25,True,4.0,False,14,2.5,D,32.767,604.97,18.46,14,1.07,26.74,24.99,20,-0.852,-22.45,26.34,16,22.965,856.28,37.29,29,2.091,51.98,24.86,14,6.854,336.11,49.03,38,0.695,20.61,29.64,25
-0.859,12.543428571428569,6,7,130,SMA,60,SMA,True,True,True,4.0,1.0,True,4.0,False,14,2.5,D,33.842,624.81,18.46,8,1.621,35.22,21.72,15,-0.859,-18.67,21.72,11,34.983,974.67,27.86,13,1.127,24.48,21.72,11,14.932,578.23,38.72,33,2.158,39.81,18.45,17
-0.862,14.776857142857143,6,7,130,SMA,60,SMA,True,True,True,3.0,2.0,True,6.0,False,14,2.5,D,73.128,1017.69,13.92,7,3.096,96.02,31.01,15,-0.862,-29.29,33.96,11,14.873,580.69,39.04,13,1.931,59.9,31.01,11,9.668,496.81,51.39,33,1.604,43.02,26.82,17
-0.87,9.906571428571429,6,7,100,SMA,60,SMA,True,True,True,4.0,1.25,True,4.0,False,14,2.5,D,14.084,433.05,30.75,14,1.07,26.74,24.99,20,-0.87,-24.07,27.68,16,37.864,1411.82,37.29,29,2.091,51.98,24.86,14,14.472,709.61,49.03,38,0.635,21.05,33.16,25
-0.874,6.895857142857144,6,7,130,SMA,44,SMA,True,True,True,3.0,1.25,True,8.0,False,14,2.5,D,18.374,455.72,24.8,8,1.668,52.71,31.6,17,-0.874,-31.04,35.52,9,9.048,407.3,45.02,22,1.347,35.48,26.34,14,16.861,644.43,38.22,35,1.847,44.76,24.23,22
-0.88,14.899142857142857,6,7,130,SMA,60,SMA,True,True,True,3.0,1.25,True,6.0,False,14,2.5,D,74.331,1034.44,13.92,7,0.86,26.66,31.01,15,-0.88,-21.45,24.39,11,15.952,575.64,36.09,13,0.6,18.61,31.01,11,10.727,537.21,50.08,33,2.704,63.08,23.33,17
-0.888,15.060714285714285,6,7,130,SMA,60,SMA,True,True,True,4.0,2.0,True,9.0,False,14,2.5,D,65.929,1320.88,20.03,7,0.903,39.04,43.21,15,-0.888,-30.44,34.3,11,26.232,1167.84,44.52,13,0.577,24.91,43.21,11,10.176,661.0,64.96,33,2.496,85.54,34.27,17
-0.892,5.55657142857143,6,7,130,SMA,44,SMA,True,True,True,4.0,1.25,True,8.0,False,14,2.5,D,0.079,2.68,34.09,8,1.668,52.71,31.6,17,-0.892,-32.1,36.0,9,6.272,282.34,45.02,22,1.347,35.48,26.34,14,27.774,1227.23,44.19,35,2.648,64.79,24.46,22
-0.916,17.799285714285713,6,7,130,SMA,60,SMA,True,True,True,4.0,2.0,True,6.0,False,14,2.5,D,77.475,1137.0,14.68,8,3.096,96.02,31.01,15,-0.916,-34.57,37.75,11,21.541,841.01,39.04,13,1.931,59.9,31.01,11,20.987,1091.64,52.02,33,0.481,13.64,28.37,17
-0.945,18.10157142857143,6,7,130,SMA,60,SMA,True,True,True,4.0,1.25,True,6.0,False,14,2.5,D,78.729,1155.39,14.68,8,0.86,26.66,31.01,15,-0.945,-27.16,28.73,11,23.11,833.92,36.09,13,0.6,18.61,31.01,11,23.183,1175.92,50.72,33,1.174,29.29,24.95,17
-0.949,9.512857142857143,6,7,100,SMA,60,SMA,True,True,True,3.0,1.0,True,4.0,False,14,2.5,D,32.767,604.97,18.46,14,0.427,11.08,25.94,20,-0.949,-24.19,25.51,16,25.714,907.41,35.29,29,1.275,31.68,24.86,14,6.903,339.84,49.23,38,0.453,12.66,27.96,25
-0.955,8.583,6,7,130,SMA,44,SMA,True,True,True,4.0,1.25,True,9.0,False,14,2.5,D,20.043,618.22,30.84,8,1.23,42.44,34.51,17,-0.955,-37.64,39.4,9,11.81,579.49,49.07,22,0.997,28.64,28.72,14,24.728,1151.69,46.57,35,2.228,58.14,26.1,22
-0.96,10.305714285714286,6,7,100,SMA,60,SMA,True,True,True,4.0,1.0,True,4.0,False,14,2.5,D,14.084,433.05,30.75,14,0.427,11.08,25.94,20,-0.96,-25.79,26.86,16,42.337,1494.02,35.29,29,1.275,31.68,24.86,14,14.563,716.94,49.23,38,0.414,13.06,31.56,25
-0.972,7.167000000000001,6,7,130,SMA,44,SMA,True,True,True,3.0,1.0,True,8.0,False,14,2.5,D,18.607,461.5,24.8,8,0.951,29.37,30.9,17,-0.972,-34.54,35.52,9,8.502,381.38,44.86,22,0.942,22.92,24.33,14,19.884,725.85,36.5,35,2.255,51.09,22.65,22
-0.987,15.186000000000002,6,7,130,SMA,60,SMA,True,True,True,3.0,1.0,True,6.0,False,14,2.5,D,75.202,1046.56,13.92,7,0.56,17.36,31.01,15,-0.987,-24.06,24.39,11,15.749,565.37,35.9,13,1.111,27.32,24.6,11,12.194,580.51,47.61,33,2.473,53.74,21.74,17
-0.989,6.046857142857143,6,7,130,SMA,44,SMA,True,True,True,4.0,1.0,True,8.0,False,14,2.5,D,0.117,3.98,34.09,8,0.951,29.37,30.9,17,-0.989,-35.61,36.0,9,5.866,263.12,44.86,22,0.942,22.92,24.33,14,32.293,1376.87,42.64,35,3.148,72.06,22.89,22
-1.013,14.653000000000002,6,7,130,SMA,60,SMA,True,True,True,3.0,1.25,True,8.0,False,14,2.5,D,54.308,952.6,17.54,7,0.333,13.11,39.36,15,-1.013,-31.03,30.62,11,37.784,1110.53,29.39,13,0.915,28.42,31.05,11,8.466,463.94,54.8,33,1.778,47.41,26.66,17
-1.031,18.610142857142854,6,7,130,SMA,60,SMA,True,True,True,4.0,1.0,True,6.0,False,14,2.5,D,79.636,1168.71,14.68,8,0.56,17.36,31.01,15,-1.031,-29.63,28.73,11,22.828,819.5,35.9,13,1.111,27.32,24.6,11,26.226,1266.24,48.28,33,0.941,22.01,23.39,17
-1.032,18.622285714285717,6,7,130,SMA,60,SMA,True,True,True,4.0,1.25,True,8.0,False,14,2.5,D,78.095,1426.62,18.27,7,0.333,13.11,39.36,15,-1.032,-32.38,31.37,11,33.472,983.78,29.39,13,0.915,28.42,31.05,11,16.094,927.89,57.66,33,2.479,68.36,27.57,17
-1.039,8.875285714285713,6,7,130,SMA,44,SMA,True,True,True,4.0,1.0,True,9.0,False,14,2.5,D,20.282,625.6,30.84,8,0.607,20.55,33.86,17,-1.039,-40.93,39.4,9,11.12,544.0,48.92,22,0.868,21.31,24.56,14,27.569,1243.09,45.09,35,2.72,66.81,24.56,22
-1.079,19.15885714285714,6,7,130,SMA,60,SMA,True,True,True,4.0,1.25,True,9.0,False,14,2.5,D,68.234,1367.06,20.03,7,0.096,4.09,42.58,15,-1.079,-37.0,34.3,11,49.993,1620.35,32.41,13,0.66,21.95,33.27,11,14.152,860.05,60.77,33,2.056,59.9,29.14,17
-1.101,14.643000000000002,6,7,100,SMA,60,SMA,True,True,True,4.0,1.0,True,6.0,False,14,2.5,D,28.517,701.73,24.61,14,0.361,9.84,27.23,19,-1.101,-38.31,34.79,16,51.112,1460.15,28.57,29,0.364,11.88,32.67,14,23.187,1413.56,60.96,38,0.061,2.09,34.02,25
-1.194,3.620857142857143,6,7,130,SMA,44,SMA,True,True,True,2.0,2.0,True,4.0,False,14,2.5,D,0.192,3.55,18.46,8,4.614,100.23,21.72,17,-1.194,-34.5,28.9,9,4.151,148.29,35.72,22,4.696,86.71,18.46,14,11.674,325.17,27.85,35,1.213,22.39,18.46,22
-1.268,2.5168571428571425,6,7,100,SMA,44,SMA,True,True,True,2.0,1.0,True,4.0,False,14,2.5,D,-1.268,-55.21,43.53,15,1.448,31.46,21.72,23,0.691,15.64,22.62,14,4.222,178.77,42.34,38,2.024,38.55,19.04,17,9.193,403.2,43.86,40,1.308,29.69,22.7,30
-1.268,2.7184285714285714,6,7,100,SMA,44,SMA,True,True,True,2.0,1.25,True,4.0,False,14,2.5,D,-1.268,-55.21,43.53,15,1.885,40.95,21.72,23,0.856,20.1,23.49,14,3.661,161.5,44.12,38,3.18,60.56,19.04,17,9.133,396.52,43.42,40,1.582,38.78,24.51,30
-1.268,3.012285714285714,6,7,100,SMA,44,SMA,True,True,True,2.0,2.0,True,4.0,False,14,2.5,D,-1.268,-55.21,43.53,15,1.85,51.96,28.08,23,0.249,5.85,23.49,14,3.782,169.08,44.71,38,7.401,140.95,19.04,17,8.804,370.45,42.08,40,0.268,8.48,31.7,30
-1.268,3.926571428571428,6,7,100,SMA,44,SMA,True,True,True,3.0,1.0,True,6.0,False,14,2.5,D,-1.268,-73.49,57.95,15,0.887,21.46,24.21,22,0.387,12.05,31.15,14,8.482,331.18,39.04,38,0.882,22.34,25.33,17,16.955,912.03,53.79,40,1.161,31.31,26.96,30
-1.268,3.600428571428572,6,7,100,SMA,44,SMA,True,True,True,3.0,1.25,True,6.0,False,14,2.5,D,-1.268,-73.49,57.95,15,0.67,20.3,30.3,23,0.51,16.14,31.67,14,8.775,342.61,39.04,38,1.349,36.96,27.4,17,13.858,789.82,57.0,40,1.309,38.35,29.29,30
-1.268,3.028714285714286,6,7,100,SMA,44,SMA,True,True,True,3.0,2.0,True,6.0,False,14,2.5,D,-1.268,-73.49,57.95,15,2.032,63.02,31.01,23,0.891,29.7,33.35,14,3.1,181.91,58.68,38,3.646,99.88,27.4,17,12.48,720.5,57.73,40,0.32,11.31,35.39,30
-1.268,4.760857142857144,6,7,100,SMA,44,SMA,True,True,True,4.0,1.0,True,8.0,False,14,2.5,D,-1.268,-87.36,68.88,15,0.092,2.8,30.39,22,0.25,9.42,37.61,14,6.799,358.53,52.73,38,0.362,10.55,29.15,17,26.132,1634.58,62.55,40,0.959,30.21,31.5,30
-1.268,4.569999999999999,6,7,100,SMA,44,SMA,True,True,True,4.0,1.25,True,8.0,False,14,2.5,D,-1.268,-87.36,68.88,15,0.598,18.3,30.6,22,0.282,11.11,39.34,14,7.343,369.55,50.33,38,0.664,21.22,31.94,17,23.267,1493.18,64.17,40,1.104,37.19,33.69,30
-1.268,3.2215714285714285,6,7,100,SMA,44,SMA,True,True,True,4.0,2.0,True,8.0,False,14,2.5,D,-1.268,-87.36,68.88,15,1.132,44.55,39.36,23,0.555,22.62,40.72,14,3.065,206.9,67.51,38,1.866,65.38,35.03,17,15.907,1103.15,69.35,40,1.294,52.65,40.7,30
-0.037,24.25728571428571,5,7,100,SMA,60,SMA,True,True,True,3.0,1.25,True,12.0,False,14,2.5,D,145.655,4895.28,33.61,12,0.063,2.41,38.48,19,-0.007,-0.18,23.6,16,18.871,808.05,42.82,28,-0.037,-1.6,43.33,14,4.787,342.79,71.61,38,0.469,21.33,45.47,25
-0.049,24.959142857142858,5,7,130,SMA,30,SMA,True,True,True,2.0,1.0,True,8.0,False,14,2.5,D,146.266,2246.65,15.36,7,-0.047,-1.8,37.95,20,11.014,288.63,26.21,15,13.338,568.35,42.61,32,1.46,37.48,25.67,20,2.732,126.65,46.35,46,-0.049,-1.53,31.37,30
-0.059,33.10071428571429,5,7,130,SMA,30,SMA,True,True,True,4.0,1.25,True,9.0,False,14,2.5,D,187.566,3224.25,17.19,7,-0.059,-2.53,42.58,20,0.362,13.75,37.99,15,35.281,1823.29,51.68,32,1.591,46.01,28.92,20,6.984,442.53,63.36,46,-0.02,-0.82,40.96,30
-0.108,8.822142857142856,5,7,100,SMA,60,SMA,True,True,True,3.0,1.25,True,6.0,False,14,2.5,D,18.813,450.31,23.94,14,-0.108,-4.17,38.63,20,-0.046,-1.28,28.04,16,32.161,905.57,28.16,29,0.696,24.47,35.15,14,8.948,561.76,62.78,38,1.291,43.28,33.53,25
-0.15,40.662,5,7,100,SMA,30,SMA,True,True,True,3.0,1.25,True,12.0,False,14,2.5,D,262.602,8364.59,31.85,12,-0.121,-4.98,41.29,24,2.089,74.03,35.44,19,16.928,1029.35,60.81,44,0.807,27.9,34.59,23,2.479,177.23,71.5,52,-0.15,-7.15,47.71,37
